(species=Nicotiana benthamiana)(type=Biological Process)(curator=GO)
NbL16g07000.1 = 0043902
NbL16g07000.1 = 0044238
NbL16g07000.1 = 0044424
NbL16g07000.1 = 0044464
NbL16g07000.1 = 0048367
NbL16g07000.1 = 0048437
NbL16g07000.1 = 0048444
NbL16g07000.1 = 0048518
NbL16g07000.1 = 0048519
NbL16g07000.1 = 0048522
NbL16g07000.1 = 0048530
NbL16g07000.1 = 0048583
NbL16g07000.1 = 0048584
NbL16g07000.1 = 0048608
NbL16g07000.1 = 0048731
NbL16g07000.1 = 0048856
NbL16g07000.1 = 0050789
NbL16g07000.1 = 0050794
NbL16g07000.1 = 0050896
NbL16g07000.1 = 0051716
NbL16g07000.1 = 0060255
NbL16g07000.1 = 0061458
NbL16g07000.1 = 0065007
NbL16g07000.1 = 0070887
NbL16g07000.1 = 0071229
NbL16g07000.1 = 0071310
NbL16g07000.1 = 0071370
NbL16g07000.1 = 0071396
NbL16g07000.1 = 0071495
NbL16g07000.1 = 0071704
NbL16g07000.1 = 0080154
NbL16g07000.1 = 0090567
NbL16g07000.1 = 0090696
NbL16g07000.1 = 0090697
NbL16g07000.1 = 0090698
NbL16g07000.1 = 0099402
NbL16g07000.1 = 1901576
NbL16g07000.1 = 1901700
NbL16g07000.1 = 1901701
NbL16g07000.1 = 1905392
NbL16g07000.1 = 1905516
NbL16g07000.1 = 2000241
NbL16g07000.1 = 2000243
NbL08g12070.1 = 0003674
NbL08g12070.1 = 0003824
NbL08g12070.1 = 0004518
NbL08g12070.1 = 0004540
NbL08g12070.1 = 0005575
NbL08g12070.1 = 0005576
NbL08g12070.1 = 0005618
NbL08g12070.1 = 0005623
NbL08g12070.1 = 0005886
NbL08g12070.1 = 0006139
NbL08g12070.1 = 0006725
NbL08g12070.1 = 0006807
NbL08g12070.1 = 0006950
NbL08g12070.1 = 0007154
NbL08g12070.1 = 0008150
NbL08g12070.1 = 0008152
NbL08g12070.1 = 0009058
NbL08g12070.1 = 0009267
NbL08g12070.1 = 0009605
NbL08g12070.1 = 0009611
NbL08g12070.1 = 0009718
NbL08g12070.1 = 0009812
NbL08g12070.1 = 0009813
NbL08g12070.1 = 0009987
NbL08g12070.1 = 0009991
NbL08g12070.1 = 0016020
NbL08g12070.1 = 0016036
NbL08g12070.1 = 0016070
NbL08g12070.1 = 0016787
NbL08g12070.1 = 0016788
NbL08g12070.1 = 0030312
NbL08g12070.1 = 0031667
NbL08g12070.1 = 0031668
NbL08g12070.1 = 0031669
NbL08g12070.1 = 0033554
NbL08g12070.1 = 0034641
NbL08g12070.1 = 0042440
NbL08g12070.1 = 0042594
NbL08g12070.1 = 0043170
NbL08g12070.1 = 0044237
NbL08g12070.1 = 0044238
NbL08g12070.1 = 0044464
NbL08g12070.1 = 0046148
NbL08g12070.1 = 0046283
NbL08g12070.1 = 0046483
NbL08g12070.1 = 0050896
NbL08g12070.1 = 0051716
NbL08g12070.1 = 0071496
NbL08g12070.1 = 0071704
NbL08g12070.1 = 0071944
NbL08g12070.1 = 0090304
NbL08g12070.1 = 0090305
NbL08g12070.1 = 0090501
NbL08g12070.1 = 0140098
NbL08g12070.1 = 1901360
NbL08g12070.1 = 1901576
NbL13g18040.1 = 0003674
NbL13g18040.1 = 0003824
NbL13g18040.1 = 0005215
NbL13g18040.1 = 0005575
NbL13g18040.1 = 0005623
NbL13g18040.1 = 0005886
NbL13g18040.1 = 0006810
NbL13g18040.1 = 0008150
NbL13g18040.1 = 0015399
NbL13g18040.1 = 0015405
NbL13g18040.1 = 0016020
NbL13g18040.1 = 0016021
NbL13g18040.1 = 0016462
NbL13g18040.1 = 0016787
NbL13g18040.1 = 0016817
NbL13g18040.1 = 0016818
NbL13g18040.1 = 0016887
NbL13g18040.1 = 0017111
NbL13g18040.1 = 0022804
NbL13g18040.1 = 0022857
NbL13g18040.1 = 0031224
NbL13g18040.1 = 0042623
NbL13g18040.1 = 0042626
NbL13g18040.1 = 0043492
NbL13g18040.1 = 0044425
NbL13g18040.1 = 0044464
NbL13g18040.1 = 0051179
NbL13g18040.1 = 0051234
NbL13g18040.1 = 0055085
NbL13g18040.1 = 0071944
NbL13g21330.1 = 0001067
NbL13g21330.1 = 0003674
NbL13g21330.1 = 0003676
NbL13g21330.1 = 0003677
NbL13g21330.1 = 0003700
NbL13g21330.1 = 0005488
NbL13g21330.1 = 0006082
NbL13g21330.1 = 0006355
NbL13g21330.1 = 0006790
NbL13g21330.1 = 0006807
NbL13g21330.1 = 0006950
NbL13g21330.1 = 0006952
NbL13g21330.1 = 0008150
NbL13g21330.1 = 0008152
NbL13g21330.1 = 0009605
NbL13g21330.1 = 0009607
NbL13g21330.1 = 0009620
NbL13g21330.1 = 0009889
NbL13g21330.1 = 0009987
NbL13g21330.1 = 0010468
NbL13g21330.1 = 0010556
NbL13g21330.1 = 0016143
NbL13g21330.1 = 0019219
NbL13g21330.1 = 0019222
NbL13g21330.1 = 0019748
NbL13g21330.1 = 0019757
NbL13g21330.1 = 0019760
NbL13g21330.1 = 0031323
NbL13g21330.1 = 0031326
NbL13g21330.1 = 0043207
NbL13g21330.1 = 0043436
NbL13g21330.1 = 0043565
NbL13g21330.1 = 0044212
NbL13g21330.1 = 0044237
NbL13g21330.1 = 0044281
NbL13g21330.1 = 0050789
NbL13g21330.1 = 0050794
NbL13g21330.1 = 0050832
NbL13g21330.1 = 0050896
NbL13g21330.1 = 0051171
NbL13g21330.1 = 0051252
NbL13g21330.1 = 0051704
NbL13g21330.1 = 0051707
NbL13g21330.1 = 0060255
NbL13g21330.1 = 0065007
NbL13g21330.1 = 0071704
NbL13g21330.1 = 0080090
NbL13g21330.1 = 0097159
NbL13g21330.1 = 0098542
NbL13g21330.1 = 0140110
NbL13g21330.1 = 1901135
NbL13g21330.1 = 1901363
NbL13g21330.1 = 1901564
NbL13g21330.1 = 1901657
NbL13g21330.1 = 1903506
NbL13g21330.1 = 2000112
NbL13g21330.1 = 2001141
NbL11g07650.1 = 0000287
NbL11g07650.1 = 0003002
NbL11g07650.1 = 0003674
NbL11g07650.1 = 0003824
NbL11g07650.1 = 0005488
NbL11g07650.1 = 0005515
NbL11g07650.1 = 0007275
NbL11g07650.1 = 0007389
NbL11g07650.1 = 0008150
NbL11g07650.1 = 0008152
NbL11g07650.1 = 0008168
NbL11g07650.1 = 0009798
NbL11g07650.1 = 0009943
NbL11g07650.1 = 0009944
NbL11g07650.1 = 0009955
NbL11g07650.1 = 0010252
NbL11g07650.1 = 0016740
NbL11g07650.1 = 0016741
NbL11g07650.1 = 0032259
NbL11g07650.1 = 0032501
NbL11g07650.1 = 0032502
NbL11g07650.1 = 0042592
NbL11g07650.1 = 0042802
NbL11g07650.1 = 0043167
NbL11g07650.1 = 0043169
NbL11g07650.1 = 0046872
NbL11g07650.1 = 0048856
NbL11g07650.1 = 0048878
NbL11g07650.1 = 0051749
NbL11g07650.1 = 0065001
NbL11g07650.1 = 0065007
NbL11g07650.1 = 0065008
NbL02g14380.1 = 0000271
NbL02g14380.1 = 0001101
NbL02g14380.1 = 0003674
NbL02g14380.1 = 0003824
NbL02g14380.1 = 0005488
NbL02g14380.1 = 0005536
NbL02g14380.1 = 0005975
NbL02g14380.1 = 0005976
NbL02g14380.1 = 0005977
NbL02g14380.1 = 0005978
NbL02g14380.1 = 0005996
NbL02g14380.1 = 0006012
NbL02g14380.1 = 0006073
NbL02g14380.1 = 0006091
NbL02g14380.1 = 0006112
NbL02g14380.1 = 0006950
NbL02g14380.1 = 0006970
NbL02g14380.1 = 0006979
NbL02g14380.1 = 0008150
NbL02g14380.1 = 0008152
NbL02g14380.1 = 0008194
NbL02g14380.1 = 0008378
NbL02g14380.1 = 0008466
NbL02g14380.1 = 0009058
NbL02g14380.1 = 0009059
NbL02g14380.1 = 0009250
NbL02g14380.1 = 0009266
NbL02g14380.1 = 0009409
NbL02g14380.1 = 0009414
NbL02g14380.1 = 0009415
NbL02g14380.1 = 0009628
NbL02g14380.1 = 0009651
NbL02g14380.1 = 0009719
NbL02g14380.1 = 0009725
NbL02g14380.1 = 0009737
NbL02g14380.1 = 0009987
NbL02g14380.1 = 0010033
NbL02g14380.1 = 0010035
NbL02g14380.1 = 0015980
NbL02g14380.1 = 0016051
NbL02g14380.1 = 0016740
NbL02g14380.1 = 0016757
NbL02g14380.1 = 0016758
NbL02g14380.1 = 0019318
NbL02g14380.1 = 0030246
NbL02g14380.1 = 0033692
NbL02g14380.1 = 0033993
NbL02g14380.1 = 0034637
NbL02g14380.1 = 0034645
NbL02g14380.1 = 0035250
NbL02g14380.1 = 0035251
NbL02g14380.1 = 0036094
NbL02g14380.1 = 0042221
NbL02g14380.1 = 0043170
NbL02g14380.1 = 0044042
NbL02g14380.1 = 0044237
NbL02g14380.1 = 0044238
NbL02g14380.1 = 0044249
NbL02g14380.1 = 0044260
NbL02g14380.1 = 0044262
NbL02g14380.1 = 0044264
NbL02g14380.1 = 0044281
NbL02g14380.1 = 0046527
NbL02g14380.1 = 0047216
NbL02g14380.1 = 0048029
NbL02g14380.1 = 0050896
NbL02g14380.1 = 0055114
NbL02g14380.1 = 0071704
NbL02g14380.1 = 0097305
NbL02g14380.1 = 1901576
NbL02g14380.1 = 1901700
NbL13g16330.1 = 0000003
NbL13g16330.1 = 0002213
NbL13g16330.1 = 0003006
NbL13g16330.1 = 0003674
NbL13g16330.1 = 0003824
NbL13g16330.1 = 0004497
NbL13g16330.1 = 0005575
NbL13g16330.1 = 0005622
NbL13g16330.1 = 0005623
NbL13g16330.1 = 0005737
NbL13g16330.1 = 0005783
NbL13g16330.1 = 0005789
NbL13g16330.1 = 0006082
NbL13g16330.1 = 0006950
NbL13g16330.1 = 0006952
NbL13g16330.1 = 0007275
NbL13g16330.1 = 0008150
NbL13g16330.1 = 0008152
NbL13g16330.1 = 0009555
NbL13g16330.1 = 0009611
NbL13g16330.1 = 0009694
NbL13g16330.1 = 0009791
NbL13g16330.1 = 0009908
NbL13g16330.1 = 0009987
NbL13g16330.1 = 0010154
NbL13g16330.1 = 0010817
NbL13g16330.1 = 0012505
NbL13g16330.1 = 0016020
NbL13g16330.1 = 0016491
NbL13g16330.1 = 0019752
NbL13g16330.1 = 0022414
NbL13g16330.1 = 0031984
NbL13g16330.1 = 0032501
NbL13g16330.1 = 0032502
NbL13g16330.1 = 0032787
NbL13g16330.1 = 0042175
NbL13g16330.1 = 0042445
NbL13g16330.1 = 0043226
NbL13g16330.1 = 0043227
NbL13g16330.1 = 0043229
NbL13g16330.1 = 0043231
NbL13g16330.1 = 0043436
NbL13g16330.1 = 0044237
NbL13g16330.1 = 0044281
NbL13g16330.1 = 0044422
NbL13g16330.1 = 0044424
NbL13g16330.1 = 0044425
NbL13g16330.1 = 0044432
NbL13g16330.1 = 0044444
NbL13g16330.1 = 0044446
NbL13g16330.1 = 0044464
NbL13g16330.1 = 0048229
NbL13g16330.1 = 0048367
NbL13g16330.1 = 0048437
NbL13g16330.1 = 0048438
NbL13g16330.1 = 0048440
NbL13g16330.1 = 0048443
NbL13g16330.1 = 0048466
NbL13g16330.1 = 0048467
NbL13g16330.1 = 0048480
NbL13g16330.1 = 0048608
NbL13g16330.1 = 0048653
NbL13g16330.1 = 0048731
NbL13g16330.1 = 0048827
NbL13g16330.1 = 0048856
NbL13g16330.1 = 0050896
NbL13g16330.1 = 0052694
NbL13g16330.1 = 0055114
NbL13g16330.1 = 0061458
NbL13g16330.1 = 0065007
NbL13g16330.1 = 0065008
NbL13g16330.1 = 0071704
NbL13g16330.1 = 0090567
NbL13g16330.1 = 0098827
NbL13g16330.1 = 0099402
NbL09g06530.1 = 0003674
NbL09g06530.1 = 0003824
NbL09g06530.1 = 0004497
NbL09g06530.1 = 0005575
NbL09g06530.1 = 0005622
NbL09g06530.1 = 0005623
NbL09g06530.1 = 0005737
NbL09g06530.1 = 0005773
NbL09g06530.1 = 0006082
NbL09g06530.1 = 0006629
NbL09g06530.1 = 0006631
NbL09g06530.1 = 0006725
NbL09g06530.1 = 0008150
NbL09g06530.1 = 0008152
NbL09g06530.1 = 0009058
NbL09g06530.1 = 0009698
NbL09g06530.1 = 0009699
NbL09g06530.1 = 0009987
NbL09g06530.1 = 0010345
NbL09g06530.1 = 0016491
NbL09g06530.1 = 0016705
NbL09g06530.1 = 0016713
NbL09g06530.1 = 0018685
NbL09g06530.1 = 0019438
NbL09g06530.1 = 0019748
NbL09g06530.1 = 0019752
NbL09g06530.1 = 0032787
NbL09g06530.1 = 0043226
NbL09g06530.1 = 0043227
NbL09g06530.1 = 0043229
NbL09g06530.1 = 0043231
NbL09g06530.1 = 0043436
NbL09g06530.1 = 0044237
NbL09g06530.1 = 0044238
NbL09g06530.1 = 0044249
NbL09g06530.1 = 0044255
NbL09g06530.1 = 0044281
NbL09g06530.1 = 0044424
NbL09g06530.1 = 0044444
NbL09g06530.1 = 0044464
NbL09g06530.1 = 0044550
NbL09g06530.1 = 0055114
NbL09g06530.1 = 0071704
NbL09g06530.1 = 1901360
NbL09g06530.1 = 1901362
NbL09g06530.1 = 1901576
NbL04g01820.1 = 0001101
NbL04g01820.1 = 0003674
NbL04g01820.1 = 0003700
NbL04g01820.1 = 0006355
NbL04g01820.1 = 0006950
NbL04g01820.1 = 0006952
NbL04g01820.1 = 0006970
NbL04g01820.1 = 0008150
NbL04g01820.1 = 0009605
NbL04g01820.1 = 0009607
NbL04g01820.1 = 0009620
NbL04g01820.1 = 0009628
NbL04g01820.1 = 0009719
NbL04g01820.1 = 0009725
NbL04g01820.1 = 0009737
NbL04g01820.1 = 0009743
NbL04g01820.1 = 0009746
NbL04g01820.1 = 0009749
NbL04g01820.1 = 0009787
NbL04g01820.1 = 0009788
NbL04g01820.1 = 0009889
NbL04g01820.1 = 0009966
NbL04g01820.1 = 0009968
NbL04g01820.1 = 0010033
NbL04g01820.1 = 0010468
NbL04g01820.1 = 0010556
NbL04g01820.1 = 0010646
NbL04g01820.1 = 0010648
NbL04g01820.1 = 0019219
NbL04g01820.1 = 0019222
NbL04g01820.1 = 0023051
NbL04g01820.1 = 0023057
NbL04g01820.1 = 0031323
NbL04g01820.1 = 0031326
NbL04g01820.1 = 0033993
NbL04g01820.1 = 0034284
NbL04g01820.1 = 0042221
NbL04g01820.1 = 0043207
NbL04g01820.1 = 0048519
NbL04g01820.1 = 0048523
NbL04g01820.1 = 0048583
NbL04g01820.1 = 0048585
NbL04g01820.1 = 0050789
NbL04g01820.1 = 0050794
NbL04g01820.1 = 0050832
NbL04g01820.1 = 0050896
NbL04g01820.1 = 0051171
NbL04g01820.1 = 0051252
NbL04g01820.1 = 0051704
NbL04g01820.1 = 0051707
NbL04g01820.1 = 0060255
NbL04g01820.1 = 0065007
NbL04g01820.1 = 0080090
NbL04g01820.1 = 0097305
NbL04g01820.1 = 0098542
NbL04g01820.1 = 0140110
NbL04g01820.1 = 1901419
NbL04g01820.1 = 1901420
NbL04g01820.1 = 1901700
NbL04g01820.1 = 1902074
NbL04g01820.1 = 1903506
NbL04g01820.1 = 1905957
NbL04g01820.1 = 1905958
NbL04g01820.1 = 2000112
NbL04g01820.1 = 2001141
NbL19g04340.1 = 0000003
NbL19g04340.1 = 0001101
NbL19g04340.1 = 0003006
NbL19g04340.1 = 0007154
NbL19g04340.1 = 0007165
NbL19g04340.1 = 0007275
NbL19g04340.1 = 0008150
NbL19g04340.1 = 0009719
NbL19g04340.1 = 0009725
NbL19g04340.1 = 0009737
NbL19g04340.1 = 0009738
NbL19g04340.1 = 0009743
NbL19g04340.1 = 0009755
NbL19g04340.1 = 0009756
NbL19g04340.1 = 0009791
NbL19g04340.1 = 0009987
NbL19g04340.1 = 0010033
NbL19g04340.1 = 0010154
NbL19g04340.1 = 0010162
NbL19g04340.1 = 0010182
NbL19g04340.1 = 0010431
NbL19g04340.1 = 0021700
NbL19g04340.1 = 0022414
NbL19g04340.1 = 0022611
NbL19g04340.1 = 0023052
NbL19g04340.1 = 0032501
NbL19g04340.1 = 0032502
NbL19g04340.1 = 0032504
NbL19g04340.1 = 0032870
NbL19g04340.1 = 0033993
NbL19g04340.1 = 0042221
NbL19g04340.1 = 0048316
NbL19g04340.1 = 0048580
NbL19g04340.1 = 0048608
NbL19g04340.1 = 0048609
NbL19g04340.1 = 0048731
NbL19g04340.1 = 0048856
NbL19g04340.1 = 0050789
NbL19g04340.1 = 0050793
NbL19g04340.1 = 0050794
NbL19g04340.1 = 0050896
NbL19g04340.1 = 0051239
NbL19g04340.1 = 0051716
NbL19g04340.1 = 0061458
NbL19g04340.1 = 0065007
NbL19g04340.1 = 0070887
NbL19g04340.1 = 0071215
NbL19g04340.1 = 0071229
NbL19g04340.1 = 0071310
NbL19g04340.1 = 0071322
NbL19g04340.1 = 0071396
NbL19g04340.1 = 0071495
NbL19g04340.1 = 0071695
NbL19g04340.1 = 0080050
NbL19g04340.1 = 0097305
NbL19g04340.1 = 0097306
NbL19g04340.1 = 1901700
NbL19g04340.1 = 1901701
NbL19g04340.1 = 2000026
NbL19g04340.1 = 2000033
NbL19g04340.1 = 2000034
NbL19g04340.1 = 2000241
NbL17g09050.1 = 0000325
NbL17g09050.1 = 0001101
NbL17g09050.1 = 0003674
NbL17g09050.1 = 0005215
NbL17g09050.1 = 0005575
NbL17g09050.1 = 0005622
NbL17g09050.1 = 0005623
NbL17g09050.1 = 0005737
NbL17g09050.1 = 0005773
NbL17g09050.1 = 0005774
NbL17g09050.1 = 0005886
NbL17g09050.1 = 0006810
NbL17g09050.1 = 0006811
NbL17g09050.1 = 0006820
NbL17g09050.1 = 0008150
NbL17g09050.1 = 0008509
NbL17g09050.1 = 0009705
NbL17g09050.1 = 0009987
NbL17g09050.1 = 0010035
NbL17g09050.1 = 0010167
NbL17g09050.1 = 0015075
NbL17g09050.1 = 0015103
NbL17g09050.1 = 0015112
NbL17g09050.1 = 0015318
NbL17g09050.1 = 0015698
NbL17g09050.1 = 0015706
NbL17g09050.1 = 0016020
NbL17g09050.1 = 0022857
NbL17g09050.1 = 0031090
NbL17g09050.1 = 0034220
NbL17g09050.1 = 0042221
NbL17g09050.1 = 0043226
NbL17g09050.1 = 0043227
NbL17g09050.1 = 0043229
NbL17g09050.1 = 0043231
NbL17g09050.1 = 0044422
NbL17g09050.1 = 0044424
NbL17g09050.1 = 0044437
NbL17g09050.1 = 0044444
NbL17g09050.1 = 0044446
NbL17g09050.1 = 0044464
NbL17g09050.1 = 0050896
NbL17g09050.1 = 0051179
NbL17g09050.1 = 0051234
NbL17g09050.1 = 0051716
NbL17g09050.1 = 0055085
NbL17g09050.1 = 0070887
NbL17g09050.1 = 0071229
NbL17g09050.1 = 0071241
NbL17g09050.1 = 0071249
NbL17g09050.1 = 0071705
NbL17g09050.1 = 0071944
NbL17g09050.1 = 0098588
NbL17g09050.1 = 0098656
NbL17g09050.1 = 0098805
NbL17g09050.1 = 1901698
NbL17g09050.1 = 1901699
NbL17g09050.1 = 1901700
NbL17g09050.1 = 1901701
NbL17g09050.1 = 1902170
NbL10g01900.1 = 0000003
NbL10g01900.1 = 0003006
NbL10g01900.1 = 0003674
NbL10g01900.1 = 0003824
NbL10g01900.1 = 0004812
NbL10g01900.1 = 0004814
NbL10g01900.1 = 0005575
NbL10g01900.1 = 0005622
NbL10g01900.1 = 0005623
NbL10g01900.1 = 0005737
NbL10g01900.1 = 0005739
NbL10g01900.1 = 0006082
NbL10g01900.1 = 0006139
NbL10g01900.1 = 0006399
NbL10g01900.1 = 0006412
NbL10g01900.1 = 0006418
NbL10g01900.1 = 0006420
NbL10g01900.1 = 0006518
NbL10g01900.1 = 0006520
NbL10g01900.1 = 0006725
NbL10g01900.1 = 0006807
NbL10g01900.1 = 0007275
NbL10g01900.1 = 0008150
NbL10g01900.1 = 0008152
NbL10g01900.1 = 0009058
NbL10g01900.1 = 0009059
NbL10g01900.1 = 0009507
NbL10g01900.1 = 0009532
NbL10g01900.1 = 0009536
NbL10g01900.1 = 0009570
NbL10g01900.1 = 0009790
NbL10g01900.1 = 0009791
NbL10g01900.1 = 0009793
NbL10g01900.1 = 0009987
NbL10g01900.1 = 0010154
NbL10g01900.1 = 0010467
NbL10g01900.1 = 0016070
NbL10g01900.1 = 0016874
NbL10g01900.1 = 0016875
NbL10g01900.1 = 0019538
NbL10g01900.1 = 0019752
NbL10g01900.1 = 0022414
NbL10g01900.1 = 0032501
NbL10g01900.1 = 0032502
NbL10g01900.1 = 0034641
NbL10g01900.1 = 0034645
NbL10g01900.1 = 0034660
NbL10g01900.1 = 0043038
NbL10g01900.1 = 0043039
NbL10g01900.1 = 0043043
NbL10g01900.1 = 0043170
NbL10g01900.1 = 0043226
NbL10g01900.1 = 0043227
NbL10g01900.1 = 0043229
NbL10g01900.1 = 0043231
NbL10g01900.1 = 0043436
NbL10g01900.1 = 0043603
NbL10g01900.1 = 0043604
NbL10g01900.1 = 0044237
NbL10g01900.1 = 0044238
NbL10g01900.1 = 0044249
NbL10g01900.1 = 0044260
NbL10g01900.1 = 0044267
NbL10g01900.1 = 0044271
NbL10g01900.1 = 0044281
NbL10g01900.1 = 0044422
NbL10g01900.1 = 0044424
NbL10g01900.1 = 0044434
NbL10g01900.1 = 0044435
NbL10g01900.1 = 0044444
NbL10g01900.1 = 0044446
NbL10g01900.1 = 0044464
NbL10g01900.1 = 0046483
NbL10g01900.1 = 0048316
NbL10g01900.1 = 0048608
NbL10g01900.1 = 0048731
NbL10g01900.1 = 0048856
NbL10g01900.1 = 0061458
NbL10g01900.1 = 0071704
NbL10g01900.1 = 0090304
NbL10g01900.1 = 0140098
NbL10g01900.1 = 0140101
NbL10g01900.1 = 1901360
NbL10g01900.1 = 1901564
NbL10g01900.1 = 1901566
NbL10g01900.1 = 1901576
NbL17g02400.1 = 0000003
NbL17g02400.1 = 0003006
NbL17g02400.1 = 0003674
NbL17g02400.1 = 0005488
NbL17g02400.1 = 0005543
NbL17g02400.1 = 0005575
NbL17g02400.1 = 0005622
NbL17g02400.1 = 0005623
NbL17g02400.1 = 0005634
NbL17g02400.1 = 0007275
NbL17g02400.1 = 0008150
NbL17g02400.1 = 0008289
NbL17g02400.1 = 0008429
NbL17g02400.1 = 0009314
NbL17g02400.1 = 0009416
NbL17g02400.1 = 0009628
NbL17g02400.1 = 0009648
NbL17g02400.1 = 0009791
NbL17g02400.1 = 0009909
NbL17g02400.1 = 0010228
NbL17g02400.1 = 0010229
NbL17g02400.1 = 0022414
NbL17g02400.1 = 0032501
NbL17g02400.1 = 0032502
NbL17g02400.1 = 0040034
NbL17g02400.1 = 0043167
NbL17g02400.1 = 0043168
NbL17g02400.1 = 0043226
NbL17g02400.1 = 0043227
NbL17g02400.1 = 0043229
NbL17g02400.1 = 0043231
NbL17g02400.1 = 0044424
NbL17g02400.1 = 0044464
NbL17g02400.1 = 0048367
NbL17g02400.1 = 0048506
NbL17g02400.1 = 0048509
NbL17g02400.1 = 0048510
NbL17g02400.1 = 0048518
NbL17g02400.1 = 0048572
NbL17g02400.1 = 0048573
NbL17g02400.1 = 0048575
NbL17g02400.1 = 0048576
NbL17g02400.1 = 0048578
NbL17g02400.1 = 0048580
NbL17g02400.1 = 0048582
NbL17g02400.1 = 0048583
NbL17g02400.1 = 0048584
NbL17g02400.1 = 0048586
NbL17g02400.1 = 0048587
NbL17g02400.1 = 0048608
NbL17g02400.1 = 0048731
NbL17g02400.1 = 0048831
NbL17g02400.1 = 0048856
NbL17g02400.1 = 0050789
NbL17g02400.1 = 0050793
NbL17g02400.1 = 0050896
NbL17g02400.1 = 0051094
NbL17g02400.1 = 0051239
NbL17g02400.1 = 0051240
NbL17g02400.1 = 0061458
NbL17g02400.1 = 0065007
NbL17g02400.1 = 0090567
NbL17g02400.1 = 2000026
NbL17g02400.1 = 2000028
NbL17g02400.1 = 2000241
NbL17g02400.1 = 2000243
NbL14g13850.1 = 0000003
NbL14g13850.1 = 0000070
NbL14g13850.1 = 0000278
NbL14g13850.1 = 0000280
NbL14g13850.1 = 0000724
NbL14g13850.1 = 0000725
NbL14g13850.1 = 0000819
NbL14g13850.1 = 0003002
NbL14g13850.1 = 0003006
NbL14g13850.1 = 0003674
