(species=Nicotiana benthamiana)(type=Biological Process)(curator=GO)
NbL10g06670.1 = 0044432
NbL10g06670.1 = 0044444
NbL10g06670.1 = 0044446
NbL10g06670.1 = 0044464
NbL10g06670.1 = 0046483
NbL10g06670.1 = 0055114
NbL10g06670.1 = 0065007
NbL10g06670.1 = 0065008
NbL10g06670.1 = 0070013
NbL10g06670.1 = 0071704
NbL10g06670.1 = 1901564
NbL05g13600.1 = 0005575
NbL05g13600.1 = 0005622
NbL05g13600.1 = 0005623
NbL05g13600.1 = 0005737
NbL05g13600.1 = 0005739
NbL05g13600.1 = 0043226
NbL05g13600.1 = 0043227
NbL05g13600.1 = 0043229
NbL05g13600.1 = 0043231
NbL05g13600.1 = 0044424
NbL05g13600.1 = 0044444
NbL05g13600.1 = 0044464
NbL15g23970.1 = 0000932
NbL15g23970.1 = 0003674
NbL15g23970.1 = 0003700
NbL15g23970.1 = 0005575
NbL15g23970.1 = 0005622
NbL15g23970.1 = 0005623
NbL15g23970.1 = 0005634
NbL15g23970.1 = 0005737
NbL15g23970.1 = 0006355
NbL15g23970.1 = 0008150
NbL15g23970.1 = 0009889
NbL15g23970.1 = 0010029
NbL15g23970.1 = 0010187
NbL15g23970.1 = 0010468
NbL15g23970.1 = 0010494
NbL15g23970.1 = 0010556
NbL15g23970.1 = 0019219
NbL15g23970.1 = 0019222
NbL15g23970.1 = 0031323
NbL15g23970.1 = 0031326
NbL15g23970.1 = 0032991
NbL15g23970.1 = 0035770
NbL15g23970.1 = 0036464
NbL15g23970.1 = 0043226
NbL15g23970.1 = 0043227
NbL15g23970.1 = 0043228
NbL15g23970.1 = 0043229
NbL15g23970.1 = 0043231
NbL15g23970.1 = 0043232
NbL15g23970.1 = 0044424
NbL15g23970.1 = 0044444
NbL15g23970.1 = 0044464
NbL15g23970.1 = 0048519
NbL15g23970.1 = 0048580
NbL15g23970.1 = 0048581
NbL15g23970.1 = 0050789
NbL15g23970.1 = 0050793
NbL15g23970.1 = 0050794
NbL15g23970.1 = 0051093
NbL15g23970.1 = 0051171
NbL15g23970.1 = 0051239
NbL15g23970.1 = 0051241
NbL15g23970.1 = 0051252
NbL15g23970.1 = 0060255
NbL15g23970.1 = 0065007
NbL15g23970.1 = 0080090
NbL15g23970.1 = 0140110
NbL15g23970.1 = 1900140
NbL15g23970.1 = 1903506
NbL15g23970.1 = 1990904
NbL15g23970.1 = 2000026
NbL15g23970.1 = 2000112
NbL15g23970.1 = 2001141
NbL17g12050.1 = 0000003
NbL17g12050.1 = 0001101
NbL17g12050.1 = 0003006
NbL17g12050.1 = 0003674
NbL17g12050.1 = 0003676
NbL17g12050.1 = 0003677
NbL17g12050.1 = 0003700
NbL17g12050.1 = 0005488
NbL17g12050.1 = 0006355
NbL17g12050.1 = 0007275
NbL17g12050.1 = 0008150
NbL17g12050.1 = 0009653
NbL17g12050.1 = 0009719
NbL17g12050.1 = 0009725
NbL17g12050.1 = 0009739
NbL17g12050.1 = 0009743
NbL17g12050.1 = 0009744
NbL17g12050.1 = 0009790
NbL17g12050.1 = 0009791
NbL17g12050.1 = 0009793
NbL17g12050.1 = 0009889
NbL17g12050.1 = 0009965
NbL17g12050.1 = 0010016
NbL17g12050.1 = 0010033
NbL17g12050.1 = 0010154
NbL17g12050.1 = 0010468
NbL17g12050.1 = 0010556
NbL17g12050.1 = 0019219
NbL17g12050.1 = 0019222
NbL17g12050.1 = 0022414
NbL17g12050.1 = 0022622
NbL17g12050.1 = 0031323
NbL17g12050.1 = 0031326
NbL17g12050.1 = 0032501
NbL17g12050.1 = 0032502
NbL17g12050.1 = 0033993
NbL17g12050.1 = 0034285
NbL17g12050.1 = 0042221
NbL17g12050.1 = 0043565
NbL17g12050.1 = 0048316
NbL17g12050.1 = 0048364
NbL17g12050.1 = 0048366
NbL17g12050.1 = 0048367
NbL17g12050.1 = 0048598
NbL17g12050.1 = 0048608
NbL17g12050.1 = 0048731
NbL17g12050.1 = 0048825
NbL17g12050.1 = 0048826
NbL17g12050.1 = 0048827
NbL17g12050.1 = 0048856
NbL17g12050.1 = 0050789
NbL17g12050.1 = 0050794
NbL17g12050.1 = 0050896
NbL17g12050.1 = 0051171
NbL17g12050.1 = 0051252
NbL17g12050.1 = 0060255
NbL17g12050.1 = 0061458
NbL17g12050.1 = 0065007
NbL17g12050.1 = 0080022
NbL17g12050.1 = 0080090
NbL17g12050.1 = 0090698
NbL17g12050.1 = 0097159
NbL17g12050.1 = 0099402
NbL17g12050.1 = 0140110
NbL17g12050.1 = 1901363
NbL17g12050.1 = 1901700
NbL17g12050.1 = 1903506
NbL17g12050.1 = 1905392
NbL17g12050.1 = 2000112
NbL17g12050.1 = 2001141
NbL02g06470.1 = 0005575
NbL02g06470.1 = 0005622
NbL02g06470.1 = 0005623
NbL02g06470.1 = 0005737
NbL02g06470.1 = 0006950
NbL02g06470.1 = 0006970
NbL02g06470.1 = 0008150
NbL02g06470.1 = 0009628
NbL02g06470.1 = 0009651
NbL02g06470.1 = 0044424
NbL02g06470.1 = 0044464
NbL02g06470.1 = 0050896
NbL06g15250.1 = 0003674
NbL06g15250.1 = 0005215
NbL06g15250.1 = 0005575
NbL06g15250.1 = 0005622
NbL06g15250.1 = 0005623
NbL06g15250.1 = 0005737
NbL06g15250.1 = 0005886
NbL06g15250.1 = 0005887
NbL06g15250.1 = 0006810
NbL06g15250.1 = 0006811
NbL06g15250.1 = 0006820
NbL06g15250.1 = 0008150
NbL06g15250.1 = 0008272
NbL06g15250.1 = 0008509
NbL06g15250.1 = 0009507
NbL06g15250.1 = 0009536
NbL06g15250.1 = 0015075
NbL06g15250.1 = 0015103
NbL06g15250.1 = 0015116
NbL06g15250.1 = 0015318
NbL06g15250.1 = 0015698
NbL06g15250.1 = 0016020
NbL06g15250.1 = 0016021
NbL06g15250.1 = 0022857
NbL06g15250.1 = 0031224
NbL06g15250.1 = 0031226
NbL06g15250.1 = 0034220
NbL06g15250.1 = 0043226
NbL06g15250.1 = 0043227
NbL06g15250.1 = 0043229
NbL06g15250.1 = 0043231
NbL06g15250.1 = 0044424
NbL06g15250.1 = 0044425
NbL06g15250.1 = 0044444
NbL06g15250.1 = 0044459
NbL06g15250.1 = 0044464
NbL06g15250.1 = 0051179
NbL06g15250.1 = 0051234
NbL06g15250.1 = 0055085
NbL06g15250.1 = 0071944
NbL06g15250.1 = 0072348
NbL06g15250.1 = 0098656
NbL06g15250.1 = 0098660
NbL06g15250.1 = 0098661
NbL06g15250.1 = 1901682
NbL06g15250.1 = 1902358
NbL17g08000.1 = 0000325
NbL17g08000.1 = 0003674
NbL17g08000.1 = 0005215
NbL17g08000.1 = 0005372
NbL17g08000.1 = 0005575
NbL17g08000.1 = 0005622
NbL17g08000.1 = 0005623
NbL17g08000.1 = 0005737
NbL17g08000.1 = 0005773
NbL17g08000.1 = 0005774
NbL17g08000.1 = 0005886
NbL17g08000.1 = 0005887
NbL17g08000.1 = 0006810
NbL17g08000.1 = 0006811
NbL17g08000.1 = 0006833
NbL17g08000.1 = 0008150
NbL17g08000.1 = 0009705
NbL17g08000.1 = 0015250
NbL17g08000.1 = 0015267
NbL17g08000.1 = 0015318
NbL17g08000.1 = 0016020
NbL17g08000.1 = 0016021
NbL17g08000.1 = 0022803
NbL17g08000.1 = 0022838
NbL17g08000.1 = 0022857
NbL17g08000.1 = 0031090
NbL17g08000.1 = 0031224
NbL17g08000.1 = 0031226
NbL17g08000.1 = 0034220
NbL17g08000.1 = 0042044
NbL17g08000.1 = 0042807
NbL17g08000.1 = 0043226
NbL17g08000.1 = 0043227
NbL17g08000.1 = 0043229
NbL17g08000.1 = 0043231
NbL17g08000.1 = 0044422
NbL17g08000.1 = 0044424
NbL17g08000.1 = 0044425
NbL17g08000.1 = 0044437
NbL17g08000.1 = 0044444
NbL17g08000.1 = 0044446
NbL17g08000.1 = 0044459
NbL17g08000.1 = 0044464
NbL17g08000.1 = 0051179
NbL17g08000.1 = 0051234
NbL17g08000.1 = 0055085
NbL17g08000.1 = 0071944
NbL17g08000.1 = 0098588
NbL17g08000.1 = 0098805
NbL17g24400.1 = 0002831
NbL17g24400.1 = 0002832
NbL17g24400.1 = 0003674
NbL17g24400.1 = 0003824
NbL17g24400.1 = 0004175
NbL17g24400.1 = 0004252
NbL17g24400.1 = 0005575
NbL17g24400.1 = 0005576
NbL17g24400.1 = 0005618
NbL17g24400.1 = 0005623
NbL17g24400.1 = 0006508
NbL17g24400.1 = 0006807
NbL17g24400.1 = 0008150
NbL17g24400.1 = 0008152
NbL17g24400.1 = 0008233
NbL17g24400.1 = 0008236
NbL17g24400.1 = 0010033
NbL17g24400.1 = 0010037
NbL17g24400.1 = 0016787
NbL17g24400.1 = 0017171
NbL17g24400.1 = 0019538
NbL17g24400.1 = 0030312
NbL17g24400.1 = 0031347
NbL17g24400.1 = 0031348
NbL17g24400.1 = 0032101
NbL17g24400.1 = 0032102
NbL17g24400.1 = 0042221
NbL17g24400.1 = 0042493
NbL17g24400.1 = 0043170
NbL17g24400.1 = 0043900
NbL17g24400.1 = 0043901
NbL17g24400.1 = 0044238
NbL17g24400.1 = 0044464
NbL17g24400.1 = 0048046
NbL17g24400.1 = 0048519
NbL17g24400.1 = 0048580
NbL17g24400.1 = 0048581
NbL17g24400.1 = 0048583
NbL17g24400.1 = 0048585
NbL17g24400.1 = 0050789
NbL17g24400.1 = 0050793
NbL17g24400.1 = 0050896
NbL17g24400.1 = 0051093
NbL17g24400.1 = 0051239
NbL17g24400.1 = 0051241
NbL17g24400.1 = 0065007
NbL17g24400.1 = 0070011
NbL17g24400.1 = 0071704
NbL17g24400.1 = 0071944
NbL17g24400.1 = 0072347
NbL17g24400.1 = 0080134
NbL17g24400.1 = 0140096
NbL17g24400.1 = 1900424
NbL17g24400.1 = 1900425
NbL17g24400.1 = 1901564
NbL17g24400.1 = 1901700
NbL17g24400.1 = 2000026
NbL17g24400.1 = 2000038
NbL17g24400.1 = 2000122
NbL10g14220.1 = 0003674
NbL10g14220.1 = 0005488
NbL10g14220.1 = 0005515
NbL10g14220.1 = 0005575
NbL10g14220.1 = 0005622
NbL10g14220.1 = 0005623
NbL10g14220.1 = 0005634
NbL10g14220.1 = 0005737
NbL10g14220.1 = 0005829
NbL10g14220.1 = 0006508
NbL10g14220.1 = 0006511
NbL10g14220.1 = 0006807
NbL10g14220.1 = 0008150
NbL10g14220.1 = 0008152
NbL10g14220.1 = 0009056
NbL10g14220.1 = 0009057
NbL10g14220.1 = 0009987
NbL10g14220.1 = 0019538
NbL10g14220.1 = 0019899
NbL10g14220.1 = 0019941
NbL10g14220.1 = 0030163
NbL10g14220.1 = 0031625
NbL10g14220.1 = 0032182
NbL10g14220.1 = 0043130
NbL10g14220.1 = 0043170
NbL10g14220.1 = 0043226
NbL10g14220.1 = 0043227
NbL10g14220.1 = 0043229
NbL10g14220.1 = 0043231
NbL10g14220.1 = 0043632
NbL10g14220.1 = 0044237
NbL10g14220.1 = 0044238
NbL10g14220.1 = 0044248
NbL10g14220.1 = 0044257
NbL10g14220.1 = 0044260
NbL10g14220.1 = 0044265
NbL10g14220.1 = 0044267
NbL10g14220.1 = 0044389
NbL10g14220.1 = 0044424
NbL10g14220.1 = 0044444
NbL10g14220.1 = 0044464
NbL10g14220.1 = 0051603
NbL10g14220.1 = 0071704
NbL10g14220.1 = 1901564
NbL10g14220.1 = 1901565
NbL10g14220.1 = 1901575
NbL15g21950.1 = 0000003
NbL15g21950.1 = 0003006
NbL15g21950.1 = 0003674
NbL15g21950.1 = 0003824
NbL15g21950.1 = 0005575
NbL15g21950.1 = 0005622
NbL15g21950.1 = 0005623
NbL15g21950.1 = 0005737
NbL15g21950.1 = 0005739
NbL15g21950.1 = 0006950
NbL15g21950.1 = 0006970
NbL15g21950.1 = 0007275
NbL15g21950.1 = 0008150
NbL15g21950.1 = 0008152
NbL15g21950.1 = 0009628
NbL15g21950.1 = 0009651
NbL15g21950.1 = 0009790
NbL15g21950.1 = 0009791
NbL15g21950.1 = 0009793
NbL15g21950.1 = 0009888
NbL15g21950.1 = 0009960
NbL15g21950.1 = 0010154
NbL15g21950.1 = 0016491
NbL15g21950.1 = 0016701
NbL15g21950.1 = 0016702
NbL15g21950.1 = 0016787
NbL15g21950.1 = 0016788
NbL15g21950.1 = 0022414
NbL15g21950.1 = 0032501
NbL15g21950.1 = 0032502
NbL15g21950.1 = 0043226
NbL15g21950.1 = 0043227
NbL15g21950.1 = 0043229
NbL15g21950.1 = 0043231
NbL15g21950.1 = 0044424
NbL15g21950.1 = 0044444
NbL15g21950.1 = 0044464
NbL15g21950.1 = 0048316
NbL15g21950.1 = 0048608
NbL15g21950.1 = 0048731
NbL15g21950.1 = 0048856
NbL15g21950.1 = 0050313
NbL15g21950.1 = 0050896
NbL15g21950.1 = 0051213
NbL15g21950.1 = 0055114
NbL15g21950.1 = 0061458
NbL01g19640.1 = 0003674
NbL01g19640.1 = 0003824
NbL01g19640.1 = 0004553
NbL01g19640.1 = 0007275
NbL01g19640.1 = 0007389
NbL01g19640.1 = 0008150
NbL01g19640.1 = 0008810
NbL01g19640.1 = 0009605
NbL01g19640.1 = 0009607
NbL01g19640.1 = 0009624
NbL01g19640.1 = 0016787
NbL01g19640.1 = 0016798
NbL01g19640.1 = 0032501
NbL01g19640.1 = 0032502
NbL01g19640.1 = 0043207
NbL01g19640.1 = 0048856
NbL01g19640.1 = 0050896
NbL01g19640.1 = 0051704
NbL01g19640.1 = 0051707
NbL09g23440.1 = 0003333
NbL09g23440.1 = 0003674
NbL09g23440.1 = 0005215
NbL09g23440.1 = 0005342
NbL09g23440.1 = 0006810
NbL09g23440.1 = 0006811
NbL09g23440.1 = 0006820
NbL09g23440.1 = 0006865
NbL09g23440.1 = 0008150
NbL09g23440.1 = 0008509
NbL09g23440.1 = 0008514
NbL09g23440.1 = 0015075
NbL09g23440.1 = 0015171
NbL09g23440.1 = 0015318
NbL09g23440.1 = 0015711
NbL09g23440.1 = 0015849
NbL09g23440.1 = 0022857
NbL09g23440.1 = 0034220
NbL09g23440.1 = 0046942
NbL09g23440.1 = 0046943
NbL09g23440.1 = 0051179
NbL09g23440.1 = 0051234
NbL09g23440.1 = 0055085
NbL09g23440.1 = 0071702
NbL09g23440.1 = 0071705
NbL09g23440.1 = 0098656
NbL09g23440.1 = 1903825
NbL09g23440.1 = 1905039
NbL02g14550.1 = 0000003
NbL02g14550.1 = 0000976
NbL02g14550.1 = 0000977
NbL02g14550.1 = 0000981
NbL02g14550.1 = 0001012
NbL02g14550.1 = 0001067
NbL02g14550.1 = 0001085
NbL02g14550.1 = 0001228
NbL02g14550.1 = 0003006
NbL02g14550.1 = 0003674
NbL02g14550.1 = 0003676
NbL02g14550.1 = 0003677
NbL02g14550.1 = 0003682
NbL02g14550.1 = 0003690
NbL02g14550.1 = 0003700
NbL02g14550.1 = 0005488
NbL02g14550.1 = 0005515
NbL02g14550.1 = 0005575
NbL02g14550.1 = 0005622
NbL02g14550.1 = 0005623
NbL02g14550.1 = 0005634
NbL02g14550.1 = 0005667
NbL02g14550.1 = 0006139
NbL02g14550.1 = 0006351
NbL02g14550.1 = 0006355
NbL02g14550.1 = 0006357
NbL02g14550.1 = 0006366
NbL02g14550.1 = 0006725
NbL02g14550.1 = 0006807
NbL02g14550.1 = 0007275
NbL02g14550.1 = 0008134
NbL02g14550.1 = 0008150
NbL02g14550.1 = 0008152
NbL02g14550.1 = 0009058
NbL02g14550.1 = 0009059
NbL02g14550.1 = 0009790
NbL02g14550.1 = 0009791
NbL02g14550.1 = 0009793
NbL02g14550.1 = 0009889
NbL02g14550.1 = 0009891
NbL02g14550.1 = 0009893
NbL02g14550.1 = 0009908
NbL02g14550.1 = 0009909
NbL02g14550.1 = 0009987
NbL02g14550.1 = 0010154
NbL02g14550.1 = 0010467
NbL02g14550.1 = 0010468
NbL02g14550.1 = 0010556
NbL02g14550.1 = 0010557
NbL02g14550.1 = 0010604
NbL02g14550.1 = 0010628
NbL02g14550.1 = 0016070
NbL02g14550.1 = 0018130
NbL02g14550.1 = 0019219
NbL02g14550.1 = 0019222
NbL02g14550.1 = 0019438
NbL02g14550.1 = 0022414
NbL02g14550.1 = 0030154
NbL02g14550.1 = 0031323
NbL02g14550.1 = 0031325
NbL02g14550.1 = 0031326
NbL02g14550.1 = 0031328
NbL02g14550.1 = 0032501
NbL02g14550.1 = 0032502
NbL02g14550.1 = 0032774
NbL02g14550.1 = 0032991
NbL02g14550.1 = 0034641
NbL02g14550.1 = 0034645
NbL02g14550.1 = 0034654
NbL02g14550.1 = 0040034
NbL02g14550.1 = 0042802
NbL02g14550.1 = 0042803
NbL02g14550.1 = 0043170
NbL02g14550.1 = 0043226
NbL02g14550.1 = 0043227
NbL02g14550.1 = 0043229
NbL02g14550.1 = 0043231
NbL02g14550.1 = 0043565
NbL02g14550.1 = 0044212
NbL02g14550.1 = 0044237
NbL02g14550.1 = 0044238
NbL02g14550.1 = 0044249
NbL02g14550.1 = 0044260
NbL02g14550.1 = 0044271
NbL02g14550.1 = 0044424
NbL02g14550.1 = 0044464
NbL02g14550.1 = 0045893
NbL02g14550.1 = 0045935
NbL02g14550.1 = 0045944
NbL02g14550.1 = 0046483
NbL02g14550.1 = 0046983
NbL02g14550.1 = 0048316
NbL02g14550.1 = 0048367
NbL02g14550.1 = 0048437
NbL02g14550.1 = 0048506
NbL02g14550.1 = 0048509
NbL02g14550.1 = 0048510
NbL02g14550.1 = 0048518
NbL02g14550.1 = 0048522
NbL02g14550.1 = 0048580
NbL02g14550.1 = 0048608
NbL02g14550.1 = 0048731
NbL02g14550.1 = 0048831
NbL02g14550.1 = 0048856
NbL02g14550.1 = 0048869
NbL02g14550.1 = 0050789
NbL02g14550.1 = 0050793
NbL02g14550.1 = 0050794
NbL02g14550.1 = 0051171
NbL02g14550.1 = 0051173
NbL02g14550.1 = 0051239
NbL02g14550.1 = 0051252
NbL02g14550.1 = 0051254
NbL02g14550.1 = 0060255
NbL02g14550.1 = 0061458
NbL02g14550.1 = 0065007
NbL02g14550.1 = 0071704
NbL02g14550.1 = 0080090
NbL02g14550.1 = 0090304
NbL02g14550.1 = 0090567
NbL02g14550.1 = 0097159
NbL02g14550.1 = 0097659
NbL02g14550.1 = 0099402
NbL02g14550.1 = 0140110
NbL02g14550.1 = 1901360
NbL02g14550.1 = 1901362
NbL02g14550.1 = 1901363
NbL02g14550.1 = 1901576
NbL02g14550.1 = 1902680
NbL02g14550.1 = 1903506
NbL02g14550.1 = 1903508
NbL02g14550.1 = 1990837
NbL02g14550.1 = 2000026
NbL02g14550.1 = 2000112
NbL02g14550.1 = 2000241
NbL02g14550.1 = 2001141
NbL19g09630.1 = 0000003
NbL19g09630.1 = 0003006
NbL19g09630.1 = 0003674
NbL19g09630.1 = 0003824
NbL19g09630.1 = 0005575
NbL19g09630.1 = 0006793
NbL19g09630.1 = 0006796
NbL19g09630.1 = 0007275
NbL19g09630.1 = 0008150
NbL19g09630.1 = 0008152
NbL19g09630.1 = 0008374
NbL19g09630.1 = 0009058
NbL19g09630.1 = 0009059
NbL19g09630.1 = 0009791
NbL19g09630.1 = 0009908
NbL19g09630.1 = 0009987
NbL19g09630.1 = 0010143
NbL19g09630.1 = 0016020
NbL19g09630.1 = 0016311
NbL19g09630.1 = 0016740
NbL19g09630.1 = 0016746
NbL19g09630.1 = 0016747
NbL19g09630.1 = 0016787
NbL19g09630.1 = 0016788
NbL19g09630.1 = 0016791
NbL19g09630.1 = 0022414
NbL19g09630.1 = 0032501
NbL19g09630.1 = 0032502
NbL19g09630.1 = 0042578
NbL19g09630.1 = 0043170
NbL19g09630.1 = 0044237
NbL19g09630.1 = 0048367
NbL19g09630.1 = 0048608
NbL19g09630.1 = 0048731
NbL19g09630.1 = 0048856
NbL19g09630.1 = 0061458
NbL19g09630.1 = 0071704
NbL19g09630.1 = 0090447
NbL19g09630.1 = 0090567
NbL19g09630.1 = 1901576
NbL16g12210.1 = 0000226
NbL16g12210.1 = 0000278
NbL16g12210.1 = 0000902
NbL16g12210.1 = 0000904
NbL16g12210.1 = 0003674
NbL16g12210.1 = 0005096
NbL16g12210.1 = 0005488
NbL16g12210.1 = 0005515
NbL16g12210.1 = 0005575
NbL16g12210.1 = 0005622
NbL16g12210.1 = 0005623
NbL16g12210.1 = 0005737
NbL16g12210.1 = 0005813
NbL16g12210.1 = 0005815
NbL16g12210.1 = 0005829
NbL16g12210.1 = 0005856
NbL16g12210.1 = 0005874
NbL16g12210.1 = 0005886
NbL16g12210.1 = 0005911
NbL16g12210.1 = 0005912
NbL16g12210.1 = 0005923
NbL16g12210.1 = 0006457
NbL16g12210.1 = 0006996
NbL16g12210.1 = 0007010
NbL16g12210.1 = 0007017
NbL16g12210.1 = 0007021
NbL16g12210.1 = 0007023
NbL16g12210.1 = 0007043
NbL16g12210.1 = 0007049
NbL16g12210.1 = 0007162
NbL16g12210.1 = 0007163
NbL16g12210.1 = 0007275
NbL16g12210.1 = 0007399
NbL16g12210.1 = 0007405
