(species=Nicotiana benthamiana)(type=Biological Process)(curator=GO)
NbL14g01340.1 = 0048507
NbL14g01340.1 = 0048532
NbL14g01340.1 = 0048589
NbL14g01340.1 = 0048856
NbL14g01340.1 = 0048869
NbL14g01340.1 = 0050789
NbL14g01340.1 = 0050794
NbL14g01340.1 = 0051171
NbL14g01340.1 = 0051252
NbL14g01340.1 = 0060255
NbL14g01340.1 = 0060560
NbL14g01340.1 = 0065007
NbL14g01340.1 = 0071840
NbL14g01340.1 = 0071944
NbL14g01340.1 = 0080090
NbL14g01340.1 = 0098727
NbL14g01340.1 = 1903506
NbL14g01340.1 = 2000112
NbL14g01340.1 = 2001141
NbL10g21330.1 = 0001067
NbL10g21330.1 = 0003674
NbL10g21330.1 = 0003676
NbL10g21330.1 = 0003677
NbL10g21330.1 = 0003700
NbL10g21330.1 = 0005488
NbL10g21330.1 = 0006082
NbL10g21330.1 = 0006355
NbL10g21330.1 = 0006790
NbL10g21330.1 = 0006807
NbL10g21330.1 = 0006950
NbL10g21330.1 = 0006952
NbL10g21330.1 = 0008150
NbL10g21330.1 = 0008152
NbL10g21330.1 = 0009605
NbL10g21330.1 = 0009607
NbL10g21330.1 = 0009620
NbL10g21330.1 = 0009889
NbL10g21330.1 = 0009987
NbL10g21330.1 = 0010468
NbL10g21330.1 = 0010556
NbL10g21330.1 = 0016143
NbL10g21330.1 = 0019219
NbL10g21330.1 = 0019222
NbL10g21330.1 = 0019748
NbL10g21330.1 = 0019757
NbL10g21330.1 = 0019760
NbL10g21330.1 = 0031323
NbL10g21330.1 = 0031326
NbL10g21330.1 = 0043207
NbL10g21330.1 = 0043436
NbL10g21330.1 = 0043565
NbL10g21330.1 = 0044212
NbL10g21330.1 = 0044237
NbL10g21330.1 = 0044281
NbL10g21330.1 = 0050789
NbL10g21330.1 = 0050794
NbL10g21330.1 = 0050832
NbL10g21330.1 = 0050896
NbL10g21330.1 = 0051171
NbL10g21330.1 = 0051252
NbL10g21330.1 = 0051704
NbL10g21330.1 = 0051707
NbL10g21330.1 = 0060255
NbL10g21330.1 = 0065007
NbL10g21330.1 = 0071704
NbL10g21330.1 = 0080090
NbL10g21330.1 = 0097159
NbL10g21330.1 = 0098542
NbL10g21330.1 = 0140110
NbL10g21330.1 = 1901135
NbL10g21330.1 = 1901363
NbL10g21330.1 = 1901564
NbL10g21330.1 = 1901657
NbL10g21330.1 = 1903506
NbL10g21330.1 = 2000112
NbL10g21330.1 = 2001141
NbL16g08010.1 = 0003674
NbL16g08010.1 = 0003712
NbL16g08010.1 = 0003714
NbL16g08010.1 = 0005575
NbL16g08010.1 = 0005622
NbL16g08010.1 = 0005623
NbL16g08010.1 = 0005634
NbL16g08010.1 = 0006950
NbL16g08010.1 = 0008150
NbL16g08010.1 = 0009611
NbL16g08010.1 = 0009889
NbL16g08010.1 = 0009890
NbL16g08010.1 = 0009892
NbL16g08010.1 = 0009966
NbL16g08010.1 = 0010556
NbL16g08010.1 = 0010558
NbL16g08010.1 = 0010605
NbL16g08010.1 = 0010646
NbL16g08010.1 = 0019219
NbL16g08010.1 = 0019222
NbL16g08010.1 = 0023051
NbL16g08010.1 = 0031323
NbL16g08010.1 = 0031324
NbL16g08010.1 = 0031326
NbL16g08010.1 = 0031327
NbL16g08010.1 = 0031347
NbL16g08010.1 = 0043226
NbL16g08010.1 = 0043227
NbL16g08010.1 = 0043229
NbL16g08010.1 = 0043231
NbL16g08010.1 = 0044424
NbL16g08010.1 = 0044464
NbL16g08010.1 = 0045934
NbL16g08010.1 = 0048519
NbL16g08010.1 = 0048523
NbL16g08010.1 = 0048583
NbL16g08010.1 = 0050789
NbL16g08010.1 = 0050794
NbL16g08010.1 = 0050896
NbL16g08010.1 = 0051171
NbL16g08010.1 = 0051172
NbL16g08010.1 = 0051252
NbL16g08010.1 = 0051253
NbL16g08010.1 = 0060255
NbL16g08010.1 = 0065007
NbL16g08010.1 = 0080090
NbL16g08010.1 = 0080134
NbL16g08010.1 = 0140110
NbL16g08010.1 = 1902679
NbL16g08010.1 = 1903506
NbL16g08010.1 = 1903507
NbL16g08010.1 = 2000022
NbL16g08010.1 = 2001141
NbL04g01820.1 = 0001101
NbL04g01820.1 = 0003674
NbL04g01820.1 = 0003700
NbL04g01820.1 = 0006355
NbL04g01820.1 = 0006950
NbL04g01820.1 = 0006952
NbL04g01820.1 = 0006970
NbL04g01820.1 = 0008150
NbL04g01820.1 = 0009605
NbL04g01820.1 = 0009607
NbL04g01820.1 = 0009620
NbL04g01820.1 = 0009628
NbL04g01820.1 = 0009719
NbL04g01820.1 = 0009725
NbL04g01820.1 = 0009737
NbL04g01820.1 = 0009743
NbL04g01820.1 = 0009746
NbL04g01820.1 = 0009749
NbL04g01820.1 = 0009787
NbL04g01820.1 = 0009788
NbL04g01820.1 = 0009889
NbL04g01820.1 = 0009966
NbL04g01820.1 = 0009968
NbL04g01820.1 = 0010033
NbL04g01820.1 = 0010468
NbL04g01820.1 = 0010556
NbL04g01820.1 = 0010646
NbL04g01820.1 = 0010648
NbL04g01820.1 = 0019219
NbL04g01820.1 = 0019222
NbL04g01820.1 = 0023051
NbL04g01820.1 = 0023057
NbL04g01820.1 = 0031323
NbL04g01820.1 = 0031326
NbL04g01820.1 = 0033993
NbL04g01820.1 = 0034284
NbL04g01820.1 = 0042221
NbL04g01820.1 = 0043207
NbL04g01820.1 = 0048519
NbL04g01820.1 = 0048523
NbL04g01820.1 = 0048583
NbL04g01820.1 = 0048585
NbL04g01820.1 = 0050789
NbL04g01820.1 = 0050794
NbL04g01820.1 = 0050832
NbL04g01820.1 = 0050896
NbL04g01820.1 = 0051171
NbL04g01820.1 = 0051252
NbL04g01820.1 = 0051704
NbL04g01820.1 = 0051707
NbL04g01820.1 = 0060255
NbL04g01820.1 = 0065007
NbL04g01820.1 = 0080090
NbL04g01820.1 = 0097305
NbL04g01820.1 = 0098542
NbL04g01820.1 = 0140110
NbL04g01820.1 = 1901419
NbL04g01820.1 = 1901420
NbL04g01820.1 = 1901700
NbL04g01820.1 = 1902074
NbL04g01820.1 = 1903506
NbL04g01820.1 = 1905957
NbL04g01820.1 = 1905958
NbL04g01820.1 = 2000112
NbL04g01820.1 = 2001141
NbL13g21290.1 = 0005575
NbL13g21290.1 = 0005622
NbL13g21290.1 = 0005623
NbL13g21290.1 = 0005737
NbL13g21290.1 = 0005829
NbL13g21290.1 = 0005856
NbL13g21290.1 = 0005875
NbL13g21290.1 = 0005886
NbL13g21290.1 = 0015630
NbL13g21290.1 = 0016020
NbL13g21290.1 = 0032991
NbL13g21290.1 = 0043226
NbL13g21290.1 = 0043228
NbL13g21290.1 = 0043229
NbL13g21290.1 = 0043232
NbL13g21290.1 = 0044422
NbL13g21290.1 = 0044424
NbL13g21290.1 = 0044430
NbL13g21290.1 = 0044444
NbL13g21290.1 = 0044446
NbL13g21290.1 = 0044464
NbL13g21290.1 = 0071944
NbL18g20230.1 = 0003674
NbL18g20230.1 = 0003824
NbL18g20230.1 = 0005575
NbL18g20230.1 = 0005576
NbL18g20230.1 = 0005615
NbL18g20230.1 = 0005622
NbL18g20230.1 = 0005623
NbL18g20230.1 = 0005737
NbL18g20230.1 = 0005773
NbL18g20230.1 = 0005783
NbL18g20230.1 = 0005788
NbL18g20230.1 = 0006725
NbL18g20230.1 = 0006807
NbL18g20230.1 = 0008131
NbL18g20230.1 = 0008150
NbL18g20230.1 = 0008152
NbL18g20230.1 = 0009056
NbL18g20230.1 = 0009308
NbL18g20230.1 = 0009690
NbL18g20230.1 = 0009823
NbL18g20230.1 = 0009987
NbL18g20230.1 = 0010817
NbL18g20230.1 = 0012505
NbL18g20230.1 = 0016491
NbL18g20230.1 = 0016638
NbL18g20230.1 = 0016641
NbL18g20230.1 = 0016645
NbL18g20230.1 = 0019139
NbL18g20230.1 = 0031974
NbL18g20230.1 = 0034754
NbL18g20230.1 = 0042445
NbL18g20230.1 = 0042447
NbL18g20230.1 = 0043226
NbL18g20230.1 = 0043227
NbL18g20230.1 = 0043229
NbL18g20230.1 = 0043231
NbL18g20230.1 = 0043233
NbL18g20230.1 = 0044237
NbL18g20230.1 = 0044421
NbL18g20230.1 = 0044422
NbL18g20230.1 = 0044424
NbL18g20230.1 = 0044432
NbL18g20230.1 = 0044444
NbL18g20230.1 = 0044446
NbL18g20230.1 = 0044464
NbL18g20230.1 = 0046483
NbL18g20230.1 = 0055114
NbL18g20230.1 = 0065007
NbL18g20230.1 = 0065008
NbL18g20230.1 = 0070013
NbL18g20230.1 = 0071704
NbL18g20230.1 = 1901564
NbL13g09920.1 = 0003674
NbL13g09920.1 = 0003824
NbL13g09920.1 = 0004175
NbL13g09920.1 = 0004252
NbL13g09920.1 = 0005488
NbL13g09920.1 = 0005515
NbL13g09920.1 = 0005575
NbL13g09920.1 = 0005622
NbL13g09920.1 = 0005623
NbL13g09920.1 = 0005634
NbL13g09920.1 = 0005737
NbL13g09920.1 = 0006091
NbL13g09920.1 = 0006508
NbL13g09920.1 = 0006807
NbL13g09920.1 = 0008150
NbL13g09920.1 = 0008152
NbL13g09920.1 = 0008233
NbL13g09920.1 = 0008236
NbL13g09920.1 = 0009056
NbL13g09920.1 = 0009057
NbL13g09920.1 = 0009507
NbL13g09920.1 = 0009534
NbL13g09920.1 = 0009535
NbL13g09920.1 = 0009536
NbL13g09920.1 = 0009579
NbL13g09920.1 = 0009719
NbL13g09920.1 = 0009725
NbL13g09920.1 = 0009735
NbL13g09920.1 = 0009765
NbL13g09920.1 = 0009987
NbL13g09920.1 = 0010033
NbL13g09920.1 = 0010206
NbL13g09920.1 = 0015979
NbL13g09920.1 = 0016020
NbL13g09920.1 = 0016787
NbL13g09920.1 = 0017171
NbL13g09920.1 = 0019538
NbL13g09920.1 = 0019684
NbL13g09920.1 = 0030091
NbL13g09920.1 = 0030163
NbL13g09920.1 = 0031976
NbL13g09920.1 = 0031977
NbL13g09920.1 = 0031984
NbL13g09920.1 = 0034357
NbL13g09920.1 = 0042221
NbL13g09920.1 = 0042651
NbL13g09920.1 = 0042802
NbL13g09920.1 = 0043170
NbL13g09920.1 = 0043226
NbL13g09920.1 = 0043227
NbL13g09920.1 = 0043229
NbL13g09920.1 = 0043231
NbL13g09920.1 = 0044237
NbL13g09920.1 = 0044238
NbL13g09920.1 = 0044260
NbL13g09920.1 = 0044267
NbL13g09920.1 = 0044422
NbL13g09920.1 = 0044424
NbL13g09920.1 = 0044434
NbL13g09920.1 = 0044435
NbL13g09920.1 = 0044436
NbL13g09920.1 = 0044444
NbL13g09920.1 = 0044446
NbL13g09920.1 = 0044464
NbL13g09920.1 = 0050896
NbL13g09920.1 = 0055035
NbL13g09920.1 = 0070011
NbL13g09920.1 = 0071704
NbL13g09920.1 = 0140096
NbL13g09920.1 = 1901564
NbL13g09920.1 = 1901565
NbL13g09920.1 = 1901575
NbL16g01510.1 = 0006355
NbL16g01510.1 = 0008150
NbL16g01510.1 = 0009889
NbL16g01510.1 = 0009890
NbL16g01510.1 = 0009892
NbL16g01510.1 = 0010468
NbL16g01510.1 = 0010556
NbL16g01510.1 = 0010558
NbL16g01510.1 = 0010605
NbL16g01510.1 = 0010629
NbL16g01510.1 = 0019219
NbL16g01510.1 = 0019222
NbL16g01510.1 = 0031323
NbL16g01510.1 = 0031324
NbL16g01510.1 = 0031326
NbL16g01510.1 = 0031327
NbL16g01510.1 = 0045892
NbL16g01510.1 = 0045934
NbL16g01510.1 = 0048519
NbL16g01510.1 = 0048523
NbL16g01510.1 = 0050789
NbL16g01510.1 = 0050794
NbL16g01510.1 = 0051171
NbL16g01510.1 = 0051172
NbL16g01510.1 = 0051252
NbL16g01510.1 = 0051253
NbL16g01510.1 = 0060255
NbL16g01510.1 = 0065007
NbL16g01510.1 = 0080090
NbL16g01510.1 = 1902679
NbL16g01510.1 = 1903506
NbL16g01510.1 = 1903507
NbL16g01510.1 = 2000112
NbL16g01510.1 = 2000113
NbL16g01510.1 = 2001141
NbL05g18580.1 = 0005575
NbL05g18580.1 = 0005911
NbL05g18580.1 = 0009506
NbL05g18580.1 = 0030054
NbL05g18580.1 = 0055044
NbL15g00600.1 = 0003674
NbL15g00600.1 = 0003700
NbL15g00600.1 = 0006355
NbL15g00600.1 = 0006950
NbL15g00600.1 = 0006952
NbL15g00600.1 = 0008150
NbL15g00600.1 = 0009605
NbL15g00600.1 = 0009607
NbL15g00600.1 = 0009620
NbL15g00600.1 = 0009888
NbL15g00600.1 = 0009889
NbL15g00600.1 = 0009987
NbL15g00600.1 = 0010033
NbL15g00600.1 = 0010087
NbL15g00600.1 = 0010200
NbL15g00600.1 = 0010243
NbL15g00600.1 = 0010468
NbL15g00600.1 = 0010556
NbL15g00600.1 = 0019219
NbL15g00600.1 = 0019222
NbL15g00600.1 = 0031323
NbL15g00600.1 = 0031326
NbL15g00600.1 = 0032502
NbL15g00600.1 = 0042221
NbL15g00600.1 = 0042493
NbL15g00600.1 = 0043207
NbL15g00600.1 = 0048856
NbL15g00600.1 = 0050789
NbL15g00600.1 = 0050794
NbL15g00600.1 = 0050832
NbL15g00600.1 = 0050896
NbL15g00600.1 = 0051171
NbL15g00600.1 = 0051252
NbL15g00600.1 = 0051301
NbL15g00600.1 = 0051704
NbL15g00600.1 = 0051707
NbL15g00600.1 = 0060255
NbL15g00600.1 = 0065007
NbL15g00600.1 = 0080090
NbL15g00600.1 = 0098542
NbL15g00600.1 = 0140110
NbL15g00600.1 = 1901698
NbL15g00600.1 = 1901700
NbL15g00600.1 = 1903506
NbL15g00600.1 = 2000112
NbL15g00600.1 = 2001141
NbL18g12780.1 = 0005575
NbL18g12780.1 = 0005622
NbL18g12780.1 = 0005623
NbL18g12780.1 = 0005737
NbL18g12780.1 = 0009507
NbL18g12780.1 = 0009532
NbL18g12780.1 = 0009536
NbL18g12780.1 = 0009570
NbL18g12780.1 = 0043226
NbL18g12780.1 = 0043227
NbL18g12780.1 = 0043229
NbL18g12780.1 = 0043231
NbL18g12780.1 = 0044422
NbL18g12780.1 = 0044424
NbL18g12780.1 = 0044434
NbL18g12780.1 = 0044435
NbL18g12780.1 = 0044444
NbL18g12780.1 = 0044446
NbL18g12780.1 = 0044464
NbL14g08710.1 = 0005575
NbL14g08710.1 = 0006810
NbL14g08710.1 = 0006869
NbL14g08710.1 = 0008150
NbL14g08710.1 = 0010876
NbL14g08710.1 = 0016020
NbL14g08710.1 = 0033036
NbL14g08710.1 = 0051179
NbL14g08710.1 = 0051234
NbL14g08710.1 = 0071702
NbL05g05610.1 = 0003674
NbL05g05610.1 = 0003824
NbL05g05610.1 = 0004175
NbL05g05610.1 = 0004190
NbL05g05610.1 = 0005575
NbL05g05610.1 = 0005622
NbL05g05610.1 = 0005623
NbL05g05610.1 = 0005737
NbL05g05610.1 = 0005783
NbL05g05610.1 = 0006508
NbL05g05610.1 = 0006807
NbL05g05610.1 = 0008150
NbL05g05610.1 = 0008152
NbL05g05610.1 = 0008219
NbL05g05610.1 = 0008233
NbL05g05610.1 = 0009056
NbL05g05610.1 = 0009057
NbL05g05610.1 = 0009987
NbL05g05610.1 = 0012501
NbL05g05610.1 = 0012505
NbL05g05610.1 = 0016787
NbL05g05610.1 = 0019538
NbL05g05610.1 = 0030163
NbL05g05610.1 = 0043170
NbL05g05610.1 = 0043226
NbL05g05610.1 = 0043227
NbL05g05610.1 = 0043229
NbL05g05610.1 = 0043231
NbL05g05610.1 = 0044238
NbL05g05610.1 = 0044424
NbL05g05610.1 = 0044444
NbL05g05610.1 = 0044464
NbL05g05610.1 = 0070001
NbL05g05610.1 = 0070011
NbL05g05610.1 = 0071704
NbL05g05610.1 = 0140096
NbL05g05610.1 = 1901564
NbL05g05610.1 = 1901565
NbL05g05610.1 = 1901575
NbL12g14760.1 = 0000902
NbL12g14760.1 = 0005575
NbL12g14760.1 = 0005622
NbL12g14760.1 = 0005623
NbL12g14760.1 = 0005634
NbL12g14760.1 = 0006139
NbL12g14760.1 = 0006351
NbL12g14760.1 = 0006725
NbL12g14760.1 = 0006807
NbL12g14760.1 = 0008150
NbL12g14760.1 = 0008152
NbL12g14760.1 = 0009058
NbL12g14760.1 = 0009059
NbL12g14760.1 = 0009299
NbL12g14760.1 = 0009314
NbL12g14760.1 = 0009416
NbL12g14760.1 = 0009628
NbL12g14760.1 = 0009637
NbL12g14760.1 = 0009639
NbL12g14760.1 = 0009653
NbL12g14760.1 = 0009826
NbL12g14760.1 = 0009987
NbL12g14760.1 = 0010114
NbL12g14760.1 = 0010218
NbL12g14760.1 = 0010467
NbL12g14760.1 = 0016043
NbL12g14760.1 = 0016049
NbL12g14760.1 = 0016070
NbL12g14760.1 = 0016071
NbL12g14760.1 = 0018130
NbL12g14760.1 = 0019438
NbL12g14760.1 = 0032502
NbL12g14760.1 = 0032774
NbL12g14760.1 = 0032989
NbL12g14760.1 = 0034641
NbL12g14760.1 = 0034645
NbL12g14760.1 = 0034654
NbL12g14760.1 = 0040007
NbL12g14760.1 = 0043170
NbL12g14760.1 = 0043226
NbL12g14760.1 = 0043227
NbL12g14760.1 = 0043229
NbL12g14760.1 = 0043231
NbL12g14760.1 = 0044237
NbL12g14760.1 = 0044238
NbL12g14760.1 = 0044249
NbL12g14760.1 = 0044260
NbL12g14760.1 = 0044271
NbL12g14760.1 = 0044424
NbL12g14760.1 = 0044464
NbL12g14760.1 = 0046483
NbL12g14760.1 = 0048589
NbL12g14760.1 = 0048856
NbL12g14760.1 = 0048869
NbL12g14760.1 = 0050896
NbL12g14760.1 = 0060560
NbL12g14760.1 = 0071704
NbL12g14760.1 = 0071840
NbL12g14760.1 = 0090304
NbL12g14760.1 = 0090698
NbL12g14760.1 = 0097659
NbL12g14760.1 = 1901360
NbL12g14760.1 = 1901362
NbL12g14760.1 = 1901576
NbL06g16700.1 = 0000302
NbL06g16700.1 = 0002791
NbL06g16700.1 = 0002793
NbL06g16700.1 = 0003008
NbL06g16700.1 = 0003012
NbL06g16700.1 = 0003674
NbL06g16700.1 = 0004888
NbL06g16700.1 = 0005034
NbL06g16700.1 = 0005215
NbL06g16700.1 = 0005216
NbL06g16700.1 = 0005217
NbL06g16700.1 = 0005244
NbL06g16700.1 = 0005245
NbL06g16700.1 = 0005261
NbL06g16700.1 = 0005262
NbL06g16700.1 = 0005488
NbL06g16700.1 = 0005515
NbL06g16700.1 = 0005575
NbL06g16700.1 = 0005623
NbL06g16700.1 = 0005886
NbL06g16700.1 = 0005887
NbL06g16700.1 = 0006810
NbL06g16700.1 = 0006811
NbL06g16700.1 = 0006812
NbL06g16700.1 = 0006816
NbL06g16700.1 = 0006873
NbL06g16700.1 = 0006874
NbL06g16700.1 = 0006875
NbL06g16700.1 = 0006936
NbL06g16700.1 = 0006939
NbL06g16700.1 = 0006950
NbL06g16700.1 = 0006979
NbL06g16700.1 = 0007154
NbL06g16700.1 = 0007165
NbL06g16700.1 = 0007166
NbL06g16700.1 = 0007204
NbL06g16700.1 = 0007600
NbL06g16700.1 = 0007606
NbL06g16700.1 = 0008150
NbL06g16700.1 = 0008324
NbL06g16700.1 = 0009266
NbL06g16700.1 = 0009408
NbL06g16700.1 = 0009409
NbL06g16700.1 = 0009581
NbL06g16700.1 = 0009582
NbL06g16700.1 = 0009593
NbL06g16700.1 = 0009605
NbL06g16700.1 = 0009612
NbL06g16700.1 = 0009628
NbL06g16700.1 = 0009636
NbL06g16700.1 = 0009987
NbL06g16700.1 = 0010033
NbL06g16700.1 = 0010035
NbL06g16700.1 = 0010037
NbL06g16700.1 = 0010646
NbL06g16700.1 = 0010647
NbL06g16700.1 = 0010817
NbL06g16700.1 = 0014070
NbL06g16700.1 = 0014832
NbL06g16700.1 = 0014848
NbL06g16700.1 = 0015075
NbL06g16700.1 = 0015085
NbL06g16700.1 = 0015267
NbL06g16700.1 = 0015276
NbL06g16700.1 = 0015278
NbL06g16700.1 = 0015318
NbL06g16700.1 = 0016020
NbL06g16700.1 = 0016021
NbL06g16700.1 = 0016043
NbL06g16700.1 = 0016324
NbL06g16700.1 = 0019233
NbL06g16700.1 = 0019722
NbL06g16700.1 = 0019725
NbL06g16700.1 = 0019932
NbL06g16700.1 = 0022607
NbL06g16700.1 = 0022803
NbL06g16700.1 = 0022832
NbL06g16700.1 = 0022834
NbL06g16700.1 = 0022836
NbL06g16700.1 = 0022838
NbL06g16700.1 = 0022839
NbL06g16700.1 = 0022843
NbL06g16700.1 = 0022857
NbL06g16700.1 = 0022890
NbL06g16700.1 = 0023051
NbL06g16700.1 = 0023052
NbL06g16700.1 = 0023056
NbL06g16700.1 = 0030001
NbL06g16700.1 = 0030003
NbL06g16700.1 = 0030424
NbL06g16700.1 = 0031224
NbL06g16700.1 = 0031226
NbL06g16700.1 = 0031644
NbL06g16700.1 = 0031646
NbL06g16700.1 = 0032024
NbL06g16700.1 = 0032421
NbL06g16700.1 = 0032501
NbL06g16700.1 = 0032879
NbL06g16700.1 = 0032880
NbL06g16700.1 = 0033554
NbL06g16700.1 = 0033555
NbL06g16700.1 = 0034220
NbL06g16700.1 = 0034605
NbL06g16700.1 = 0035556
NbL06g16700.1 = 0035690
NbL06g16700.1 = 0035774
NbL06g16700.1 = 0038023
NbL06g16700.1 = 0042221
NbL06g16700.1 = 0042391
NbL06g16700.1 = 0042493
NbL06g16700.1 = 0042542
NbL06g16700.1 = 0042592
NbL06g16700.1 = 0042802
NbL06g16700.1 = 0042995
NbL06g16700.1 = 0043005
NbL06g16700.1 = 0043269
NbL06g16700.1 = 0043270
NbL06g16700.1 = 0043933
NbL06g16700.1 = 0044057
NbL06g16700.1 = 0044070
NbL06g16700.1 = 0044085
NbL06g16700.1 = 0044425
NbL06g16700.1 = 0044459
NbL06g16700.1 = 0044464
NbL06g16700.1 = 0045177
NbL06g16700.1 = 0046677
NbL06g16700.1 = 0046873
NbL06g16700.1 = 0046883
NbL06g16700.1 = 0046887
NbL06g16700.1 = 0048265
NbL06g16700.1 = 0048518
NbL06g16700.1 = 0048519
NbL06g16700.1 = 0048522
NbL06g16700.1 = 0048523
NbL06g16700.1 = 0048583
NbL06g16700.1 = 0048584
NbL06g16700.1 = 0048878
NbL06g16700.1 = 0050708
NbL06g16700.1 = 0050714
NbL06g16700.1 = 0050789
NbL06g16700.1 = 0050794
NbL06g16700.1 = 0050796
NbL06g16700.1 = 0050801
NbL06g16700.1 = 0050877
NbL06g16700.1 = 0050896
NbL06g16700.1 = 0050906
NbL06g16700.1 = 0050907
NbL06g16700.1 = 0050951
NbL06g16700.1 = 0050954
NbL06g16700.1 = 0050955
NbL06g16700.1 = 0050966
NbL06g16700.1 = 0050968
NbL06g16700.1 = 0050974
NbL06g16700.1 = 0050982
NbL06g16700.1 = 0051046
NbL06g16700.1 = 0051047
NbL06g16700.1 = 0051049
NbL06g16700.1 = 0051050
NbL06g16700.1 = 0051179
NbL06g16700.1 = 0051209
NbL06g16700.1 = 0051222
NbL06g16700.1 = 0051223
NbL06g16700.1 = 0051234
NbL06g16700.1 = 0051239
NbL06g16700.1 = 0051240
NbL06g16700.1 = 0051259
NbL06g16700.1 = 0051260
NbL06g16700.1 = 0051262
NbL06g16700.1 = 0051282
NbL06g16700.1 = 0051283
NbL06g16700.1 = 0051289
NbL06g16700.1 = 0051480
NbL06g16700.1 = 0051606
NbL06g16700.1 = 0051641
NbL06g16700.1 = 0051649
NbL06g16700.1 = 0051716
NbL06g16700.1 = 0051930
NbL06g16700.1 = 0051931
NbL06g16700.1 = 0051969
NbL06g16700.1 = 0055065
NbL06g16700.1 = 0055074
NbL06g16700.1 = 0055080
NbL06g16700.1 = 0055082
NbL06g16700.1 = 0055085
NbL06g16700.1 = 0060089
NbL06g16700.1 = 0060341
NbL06g16700.1 = 0060401
NbL06g16700.1 = 0060402
NbL06g16700.1 = 0061178
NbL06g16700.1 = 0065003
NbL06g16700.1 = 0065007
NbL06g16700.1 = 0065008
NbL06g16700.1 = 0070201
NbL06g16700.1 = 0070417
NbL06g16700.1 = 0070588
NbL06g16700.1 = 0070838
NbL06g16700.1 = 0070887
NbL06g16700.1 = 0071241
NbL06g16700.1 = 0071244
NbL06g16700.1 = 0071840
NbL06g16700.1 = 0071944
