(species=Nicotiana benthamiana)(type=Biological Process)(curator=GO)
NbL06g14120.1 = 0006810
NbL06g14120.1 = 0008150
NbL06g14120.1 = 0015291
NbL06g14120.1 = 0015292
NbL06g14120.1 = 0022804
NbL06g14120.1 = 0022857
NbL06g14120.1 = 0043226
NbL06g14120.1 = 0043227
NbL06g14120.1 = 0043229
NbL06g14120.1 = 0043231
NbL06g14120.1 = 0044424
NbL06g14120.1 = 0044444
NbL06g14120.1 = 0044464
NbL06g14120.1 = 0051179
NbL06g14120.1 = 0051234
NbL06g14120.1 = 0055085
NbL08g02220.1 = 0005575
NbL08g02220.1 = 0005622
NbL08g02220.1 = 0005623
NbL08g02220.1 = 0005737
NbL08g02220.1 = 0005783
NbL08g02220.1 = 0005789
NbL08g02220.1 = 0005791
NbL08g02220.1 = 0006605
NbL08g02220.1 = 0006612
NbL08g02220.1 = 0006620
NbL08g02220.1 = 0006810
NbL08g02220.1 = 0006886
NbL08g02220.1 = 0008104
NbL08g02220.1 = 0008150
NbL08g02220.1 = 0012505
NbL08g02220.1 = 0015031
NbL08g02220.1 = 0015833
NbL08g02220.1 = 0016020
NbL08g02220.1 = 0030867
NbL08g02220.1 = 0031090
NbL08g02220.1 = 0031205
NbL08g02220.1 = 0031207
NbL08g02220.1 = 0031984
NbL08g02220.1 = 0032991
NbL08g02220.1 = 0033036
NbL08g02220.1 = 0033365
NbL08g02220.1 = 0034613
NbL08g02220.1 = 0042175
NbL08g02220.1 = 0042886
NbL08g02220.1 = 0043226
NbL08g02220.1 = 0043227
NbL08g02220.1 = 0043229
NbL08g02220.1 = 0043231
NbL08g02220.1 = 0044422
NbL08g02220.1 = 0044424
NbL08g02220.1 = 0044425
NbL08g02220.1 = 0044432
NbL08g02220.1 = 0044444
NbL08g02220.1 = 0044446
NbL08g02220.1 = 0044464
NbL08g02220.1 = 0045047
NbL08g02220.1 = 0045184
NbL08g02220.1 = 0046907
NbL08g02220.1 = 0051179
NbL08g02220.1 = 0051234
NbL08g02220.1 = 0051641
NbL08g02220.1 = 0051649
NbL08g02220.1 = 0070727
NbL08g02220.1 = 0070972
NbL08g02220.1 = 0071702
NbL08g02220.1 = 0071705
NbL08g02220.1 = 0072594
NbL08g02220.1 = 0072599
NbL08g02220.1 = 0072657
NbL08g02220.1 = 0090150
NbL08g02220.1 = 0098588
NbL08g02220.1 = 0098796
NbL08g02220.1 = 0098827
NbL03g24410.1 = 0003674
NbL03g24410.1 = 0003824
NbL03g24410.1 = 0004672
NbL03g24410.1 = 0004674
NbL03g24410.1 = 0006464
NbL03g24410.1 = 0006468
NbL03g24410.1 = 0006793
NbL03g24410.1 = 0006796
NbL03g24410.1 = 0006807
NbL03g24410.1 = 0008150
NbL03g24410.1 = 0008152
NbL03g24410.1 = 0008219
NbL03g24410.1 = 0009405
NbL03g24410.1 = 0009847
NbL03g24410.1 = 0009987
NbL03g24410.1 = 0012501
NbL03g24410.1 = 0016301
NbL03g24410.1 = 0016310
NbL03g24410.1 = 0016740
NbL03g24410.1 = 0016772
NbL03g24410.1 = 0016773
NbL03g24410.1 = 0019538
NbL03g24410.1 = 0032502
NbL03g24410.1 = 0036211
NbL03g24410.1 = 0043170
NbL03g24410.1 = 0043412
NbL03g24410.1 = 0044237
NbL03g24410.1 = 0044238
NbL03g24410.1 = 0044260
NbL03g24410.1 = 0044267
NbL03g24410.1 = 0044403
NbL03g24410.1 = 0044409
NbL03g24410.1 = 0044419
NbL03g24410.1 = 0048102
NbL03g24410.1 = 0051701
NbL03g24410.1 = 0051704
NbL03g24410.1 = 0051828
NbL03g24410.1 = 0071704
NbL03g24410.1 = 0140096
NbL03g24410.1 = 1901564
NbL10g05290.1 = 0008150
NbL10g05290.1 = 0042592
NbL10g05290.1 = 0048878
NbL10g05290.1 = 0050801
NbL10g05290.1 = 0055062
NbL10g05290.1 = 0055081
NbL10g05290.1 = 0055083
NbL10g05290.1 = 0065007
NbL10g05290.1 = 0065008
NbL10g05290.1 = 0072505
NbL10g05290.1 = 0072506
NbL10g05290.1 = 0098771
NbL02g25770.1 = 0000099
NbL02g25770.1 = 0000101
NbL02g25770.1 = 0003333
NbL02g25770.1 = 0003674
NbL02g25770.1 = 0005215
NbL02g25770.1 = 0005342
NbL02g25770.1 = 0005575
NbL02g25770.1 = 0005622
NbL02g25770.1 = 0005623
NbL02g25770.1 = 0005737
NbL02g25770.1 = 0005773
NbL02g25770.1 = 0005774
NbL02g25770.1 = 0006810
NbL02g25770.1 = 0006811
NbL02g25770.1 = 0006820
NbL02g25770.1 = 0006865
NbL02g25770.1 = 0008150
NbL02g25770.1 = 0008509
NbL02g25770.1 = 0008514
NbL02g25770.1 = 0015075
NbL02g25770.1 = 0015171
NbL02g25770.1 = 0015179
NbL02g25770.1 = 0015184
NbL02g25770.1 = 0015318
NbL02g25770.1 = 0015711
NbL02g25770.1 = 0015804
NbL02g25770.1 = 0015807
NbL02g25770.1 = 0015811
NbL02g25770.1 = 0015849
NbL02g25770.1 = 0016020
NbL02g25770.1 = 0022857
NbL02g25770.1 = 0031090
NbL02g25770.1 = 0034220
NbL02g25770.1 = 0043226
NbL02g25770.1 = 0043227
NbL02g25770.1 = 0043229
NbL02g25770.1 = 0043231
NbL02g25770.1 = 0044422
NbL02g25770.1 = 0044424
NbL02g25770.1 = 0044437
NbL02g25770.1 = 0044444
NbL02g25770.1 = 0044446
NbL02g25770.1 = 0044464
NbL02g25770.1 = 0046942
NbL02g25770.1 = 0046943
NbL02g25770.1 = 0051179
NbL02g25770.1 = 0051234
NbL02g25770.1 = 0055085
NbL02g25770.1 = 0071702
NbL02g25770.1 = 0071705
NbL02g25770.1 = 0072337
NbL02g25770.1 = 0072348
NbL02g25770.1 = 0072349
NbL02g25770.1 = 0098588
NbL02g25770.1 = 0098656
NbL02g25770.1 = 0098805
NbL02g25770.1 = 1901682
NbL02g25770.1 = 1902475
NbL02g25770.1 = 1903825
NbL02g25770.1 = 1905039
NbL11g10470.1 = 0001101
NbL11g10470.1 = 0005513
NbL11g10470.1 = 0005575
NbL11g10470.1 = 0005622
NbL11g10470.1 = 0005623
NbL11g10470.1 = 0005634
NbL11g10470.1 = 0005737
NbL11g10470.1 = 0005829
NbL11g10470.1 = 0006950
NbL11g10470.1 = 0006970
NbL11g10470.1 = 0007154
NbL11g10470.1 = 0007165
NbL11g10470.1 = 0008150
NbL11g10470.1 = 0009414
NbL11g10470.1 = 0009415
NbL11g10470.1 = 0009593
NbL11g10470.1 = 0009628
NbL11g10470.1 = 0009651
NbL11g10470.1 = 0009719
NbL11g10470.1 = 0009725
NbL11g10470.1 = 0009737
NbL11g10470.1 = 0009987
NbL11g10470.1 = 0010033
NbL11g10470.1 = 0010035
NbL11g10470.1 = 0010038
NbL11g10470.1 = 0019722
NbL11g10470.1 = 0019932
NbL11g10470.1 = 0023052
NbL11g10470.1 = 0033993
NbL11g10470.1 = 0035556
NbL11g10470.1 = 0042221
NbL11g10470.1 = 0043226
NbL11g10470.1 = 0043227
NbL11g10470.1 = 0043229
NbL11g10470.1 = 0043231
NbL11g10470.1 = 0044424
NbL11g10470.1 = 0044444
NbL11g10470.1 = 0044464
NbL11g10470.1 = 0050789
NbL11g10470.1 = 0050794
NbL11g10470.1 = 0050896
NbL11g10470.1 = 0051592
NbL11g10470.1 = 0051606
NbL11g10470.1 = 0051716
NbL11g10470.1 = 0065007
NbL11g10470.1 = 0097305
NbL11g10470.1 = 1901700
NbL14g15620.1 = 0003674
NbL14g15620.1 = 0005215
NbL14g15620.1 = 0006810
NbL14g15620.1 = 0006855
NbL14g15620.1 = 0008150
NbL14g15620.1 = 0009628
NbL14g15620.1 = 0015238
NbL14g15620.1 = 0015893
NbL14g15620.1 = 0022857
NbL14g15620.1 = 0042221
NbL14g15620.1 = 0042493
NbL14g15620.1 = 0050896
NbL14g15620.1 = 0051179
NbL14g15620.1 = 0051234
NbL14g15620.1 = 0055085
NbL14g15620.1 = 0080167
NbL13g10030.1 = 0001067
NbL13g10030.1 = 0003674
NbL13g10030.1 = 0003676
NbL13g10030.1 = 0003677
NbL13g10030.1 = 0003700
NbL13g10030.1 = 0005488
NbL13g10030.1 = 0006355
NbL13g10030.1 = 0006950
NbL13g10030.1 = 0006952
NbL13g10030.1 = 0008150
NbL13g10030.1 = 0009605
NbL13g10030.1 = 0009607
NbL13g10030.1 = 0009620
NbL13g10030.1 = 0009888
NbL13g10030.1 = 0009889
NbL13g10030.1 = 0009891
NbL13g10030.1 = 0009893
NbL13g10030.1 = 0009987
NbL13g10030.1 = 0010033
NbL13g10030.1 = 0010087
NbL13g10030.1 = 0010200
NbL13g10030.1 = 0010243
NbL13g10030.1 = 0010468
NbL13g10030.1 = 0010556
NbL13g10030.1 = 0010557
NbL13g10030.1 = 0010604
NbL13g10030.1 = 0010628
NbL13g10030.1 = 0019219
NbL13g10030.1 = 0019222
NbL13g10030.1 = 0031323
NbL13g10030.1 = 0031325
NbL13g10030.1 = 0031326
NbL13g10030.1 = 0031328
NbL13g10030.1 = 0032502
NbL13g10030.1 = 0042221
NbL13g10030.1 = 0042493
NbL13g10030.1 = 0043207
NbL13g10030.1 = 0044212
NbL13g10030.1 = 0045893
NbL13g10030.1 = 0045935
NbL13g10030.1 = 0048518
NbL13g10030.1 = 0048522
NbL13g10030.1 = 0048856
NbL13g10030.1 = 0050789
NbL13g10030.1 = 0050794
NbL13g10030.1 = 0050832
NbL13g10030.1 = 0050896
NbL13g10030.1 = 0051171
NbL13g10030.1 = 0051173
NbL13g10030.1 = 0051252
NbL13g10030.1 = 0051254
NbL13g10030.1 = 0051301
NbL13g10030.1 = 0051704
NbL13g10030.1 = 0051707
NbL13g10030.1 = 0060255
NbL13g10030.1 = 0065007
NbL13g10030.1 = 0080090
NbL13g10030.1 = 0097159
NbL13g10030.1 = 0098542
NbL13g10030.1 = 0140110
NbL13g10030.1 = 1901363
NbL13g10030.1 = 1901698
NbL13g10030.1 = 1901700
NbL13g10030.1 = 1902680
NbL13g10030.1 = 1903506
NbL13g10030.1 = 1903508
NbL13g10030.1 = 2000112
NbL13g10030.1 = 2001141
NbL02g19490.1 = 0000323
NbL02g19490.1 = 0003674
NbL02g19490.1 = 0003824
NbL02g19490.1 = 0004175
NbL02g19490.1 = 0004197
NbL02g19490.1 = 0005575
NbL02g19490.1 = 0005576
NbL02g19490.1 = 0005615
NbL02g19490.1 = 0005622
NbL02g19490.1 = 0005623
NbL02g19490.1 = 0005737
NbL02g19490.1 = 0005764
NbL02g19490.1 = 0005773
NbL02g19490.1 = 0006508
NbL02g19490.1 = 0006807
NbL02g19490.1 = 0008150
NbL02g19490.1 = 0008152
NbL02g19490.1 = 0008233
NbL02g19490.1 = 0008234
NbL02g19490.1 = 0009056
NbL02g19490.1 = 0009057
NbL02g19490.1 = 0009987
NbL02g19490.1 = 0016787
NbL02g19490.1 = 0019538
NbL02g19490.1 = 0030163
NbL02g19490.1 = 0043170
NbL02g19490.1 = 0043226
NbL02g19490.1 = 0043227
NbL02g19490.1 = 0043229
NbL02g19490.1 = 0043231
NbL02g19490.1 = 0044237
NbL02g19490.1 = 0044238
NbL02g19490.1 = 0044248
NbL02g19490.1 = 0044257
NbL02g19490.1 = 0044260
NbL02g19490.1 = 0044265
NbL02g19490.1 = 0044267
NbL02g19490.1 = 0044421
NbL02g19490.1 = 0044424
NbL02g19490.1 = 0044444
NbL02g19490.1 = 0044464
NbL02g19490.1 = 0051603
NbL02g19490.1 = 0070011
NbL02g19490.1 = 0071704
NbL02g19490.1 = 0140096
NbL02g19490.1 = 1901564
NbL02g19490.1 = 1901565
NbL02g19490.1 = 1901575
NbL11g20210.1 = 0003674
NbL11g20210.1 = 0003824
NbL11g20210.1 = 0004553
NbL11g20210.1 = 0004650
NbL11g20210.1 = 0005575
NbL11g20210.1 = 0005618
NbL11g20210.1 = 0005623
NbL11g20210.1 = 0008150
NbL11g20210.1 = 0009664
NbL11g20210.1 = 0009825
NbL11g20210.1 = 0009827
NbL11g20210.1 = 0009831
NbL11g20210.1 = 0009987
NbL11g20210.1 = 0016043
NbL11g20210.1 = 0016049
NbL11g20210.1 = 0016787
NbL11g20210.1 = 0016798
NbL11g20210.1 = 0030312
NbL11g20210.1 = 0040007
NbL11g20210.1 = 0042545
NbL11g20210.1 = 0042547
NbL11g20210.1 = 0044464
NbL11g20210.1 = 0045229
NbL11g20210.1 = 0071554
NbL11g20210.1 = 0071555
NbL11g20210.1 = 0071669
NbL11g20210.1 = 0071840
NbL11g20210.1 = 0071944
NbL12g13170.1 = 0003674
NbL12g13170.1 = 0003824
NbL12g13170.1 = 0005575
NbL12g13170.1 = 0005622
NbL12g13170.1 = 0005623
NbL12g13170.1 = 0005737
NbL12g13170.1 = 0005783
NbL12g13170.1 = 0006629
NbL12g13170.1 = 0006643
NbL12g13170.1 = 0006665
NbL12g13170.1 = 0006807
NbL12g13170.1 = 0006950
NbL12g13170.1 = 0008150
NbL12g13170.1 = 0008152
NbL12g13170.1 = 0008610
NbL12g13170.1 = 0009058
NbL12g13170.1 = 0009266
NbL12g13170.1 = 0009409
NbL12g13170.1 = 0009628
NbL12g13170.1 = 0009987
NbL12g13170.1 = 0012505
NbL12g13170.1 = 0016491
NbL12g13170.1 = 0016705
NbL12g13170.1 = 0030148
NbL12g13170.1 = 0033554
NbL12g13170.1 = 0043226
NbL12g13170.1 = 0043227
NbL12g13170.1 = 0043229
NbL12g13170.1 = 0043231
NbL12g13170.1 = 0044237
NbL12g13170.1 = 0044238
NbL12g13170.1 = 0044249
NbL12g13170.1 = 0044255
NbL12g13170.1 = 0044424
NbL12g13170.1 = 0044444
NbL12g13170.1 = 0044464
NbL12g13170.1 = 0046467
NbL12g13170.1 = 0050896
NbL12g13170.1 = 0051716
NbL12g13170.1 = 0052631
NbL12g13170.1 = 0055114
NbL12g13170.1 = 0070417
NbL12g13170.1 = 0071704
NbL12g13170.1 = 1901564
NbL12g13170.1 = 1901566
NbL12g13170.1 = 1901576
NbL14g19900.1 = 0001101
NbL14g19900.1 = 0003674
NbL14g19900.1 = 0003700
NbL14g19900.1 = 0006355
NbL14g19900.1 = 0006950
NbL14g19900.1 = 0006952
NbL14g19900.1 = 0007154
NbL14g19900.1 = 0007165
NbL14g19900.1 = 0008150
NbL14g19900.1 = 0009605
NbL14g19900.1 = 0009607
NbL14g19900.1 = 0009617
NbL14g19900.1 = 0009620
NbL14g19900.1 = 0009719
NbL14g19900.1 = 0009725
NbL14g19900.1 = 0009753
NbL14g19900.1 = 0009755
NbL14g19900.1 = 0009867
NbL14g19900.1 = 0009889
NbL14g19900.1 = 0009987
NbL14g19900.1 = 0010033
NbL14g19900.1 = 0010468
NbL14g19900.1 = 0010556
NbL14g19900.1 = 0019219
NbL14g19900.1 = 0019222
NbL14g19900.1 = 0023052
NbL14g19900.1 = 0031323
NbL14g19900.1 = 0031326
NbL14g19900.1 = 0032870
NbL14g19900.1 = 0042221
NbL14g19900.1 = 0042742
NbL14g19900.1 = 0043207
NbL14g19900.1 = 0050789
NbL14g19900.1 = 0050794
NbL14g19900.1 = 0050832
NbL14g19900.1 = 0050896
NbL14g19900.1 = 0051171
NbL14g19900.1 = 0051252
NbL14g19900.1 = 0051704
NbL14g19900.1 = 0051707
NbL14g19900.1 = 0051716
NbL14g19900.1 = 0060255
NbL14g19900.1 = 0065007
NbL14g19900.1 = 0070887
NbL14g19900.1 = 0071229
NbL14g19900.1 = 0071310
NbL14g19900.1 = 0071395
NbL14g19900.1 = 0071495
NbL14g19900.1 = 0080090
NbL14g19900.1 = 0098542
NbL14g19900.1 = 0140110
NbL14g19900.1 = 1901700
NbL14g19900.1 = 1901701
NbL14g19900.1 = 1903506
NbL14g19900.1 = 2000112
NbL14g19900.1 = 2001141
NbL07g09650.1 = 0003674
NbL07g09650.1 = 0003676
NbL07g09650.1 = 0003723
NbL07g09650.1 = 0003824
NbL07g09650.1 = 0004518
NbL07g09650.1 = 0004519
NbL07g09650.1 = 0005488
NbL07g09650.1 = 0005575
NbL07g09650.1 = 0005622
NbL07g09650.1 = 0005623
NbL07g09650.1 = 0006139
NbL07g09650.1 = 0006725
NbL07g09650.1 = 0006807
NbL07g09650.1 = 0008150
NbL07g09650.1 = 0008152
NbL07g09650.1 = 0009451
NbL07g09650.1 = 0009987
NbL07g09650.1 = 0016070
NbL07g09650.1 = 0016787
NbL07g09650.1 = 0016788
NbL07g09650.1 = 0034641
NbL07g09650.1 = 0043170
NbL07g09650.1 = 0043226
NbL07g09650.1 = 0043227
NbL07g09650.1 = 0043229
NbL07g09650.1 = 0043231
NbL07g09650.1 = 0043412
NbL07g09650.1 = 0044237
NbL07g09650.1 = 0044238
NbL07g09650.1 = 0044424
NbL07g09650.1 = 0044464
NbL07g09650.1 = 0046483
NbL07g09650.1 = 0071704
NbL07g09650.1 = 0090304
NbL07g09650.1 = 0090305
NbL07g09650.1 = 0097159
NbL07g09650.1 = 1901360
NbL07g09650.1 = 1901363
NbL15g03960.1 = 0001932
NbL15g03960.1 = 0001934
NbL15g03960.1 = 0003674
NbL15g03960.1 = 0003824
NbL15g03960.1 = 0004672
NbL15g03960.1 = 0004674
NbL15g03960.1 = 0005575
NbL15g03960.1 = 0005622
NbL15g03960.1 = 0005623
NbL15g03960.1 = 0005737
NbL15g03960.1 = 0006464
NbL15g03960.1 = 0006468
NbL15g03960.1 = 0006793
NbL15g03960.1 = 0006796
NbL15g03960.1 = 0006807
NbL15g03960.1 = 0006950
NbL15g03960.1 = 0007154
NbL15g03960.1 = 0007165
NbL15g03960.1 = 0007346
NbL15g03960.1 = 0008150
NbL15g03960.1 = 0008152
NbL15g03960.1 = 0009893
NbL15g03960.1 = 0009987
NbL15g03960.1 = 0010562
NbL15g03960.1 = 0010604
NbL15g03960.1 = 0016301
NbL15g03960.1 = 0016310
NbL15g03960.1 = 0016740
NbL15g03960.1 = 0016772
NbL15g03960.1 = 0016773
NbL15g03960.1 = 0019220
NbL15g03960.1 = 0019222
NbL15g03960.1 = 0019538
NbL15g03960.1 = 0023014
NbL15g03960.1 = 0023052
NbL15g03960.1 = 0031098
NbL15g03960.1 = 0031323
NbL15g03960.1 = 0031325
NbL15g03960.1 = 0031399
NbL15g03960.1 = 0031401
NbL15g03960.1 = 0032147
NbL15g03960.1 = 0032268
NbL15g03960.1 = 0032270
NbL15g03960.1 = 0033554
NbL15g03960.1 = 0033674
NbL15g03960.1 = 0035556
NbL15g03960.1 = 0036211
NbL15g03960.1 = 0042325
NbL15g03960.1 = 0042327
NbL15g03960.1 = 0043085
NbL15g03960.1 = 0043170
NbL15g03960.1 = 0043412
NbL15g03960.1 = 0043549
NbL15g03960.1 = 0044093
NbL15g03960.1 = 0044237
NbL15g03960.1 = 0044238
NbL15g03960.1 = 0044260
NbL15g03960.1 = 0044267
NbL15g03960.1 = 0044424
NbL15g03960.1 = 0044464
NbL15g03960.1 = 0045859
NbL15g03960.1 = 0045860
NbL15g03960.1 = 0045937
NbL15g03960.1 = 0048518
NbL15g03960.1 = 0048522
NbL15g03960.1 = 0050789
NbL15g03960.1 = 0050790
NbL15g03960.1 = 0050794
NbL15g03960.1 = 0050896
NbL15g03960.1 = 0051171
NbL15g03960.1 = 0051173
NbL15g03960.1 = 0051174
NbL15g03960.1 = 0051246
NbL15g03960.1 = 0051247
NbL15g03960.1 = 0051338
NbL15g03960.1 = 0051347
NbL15g03960.1 = 0051716
NbL15g03960.1 = 0051726
NbL15g03960.1 = 0060255
NbL15g03960.1 = 0065007
NbL15g03960.1 = 0065009
NbL15g03960.1 = 0071704
NbL15g03960.1 = 0080090
NbL15g03960.1 = 0140096
NbL15g03960.1 = 1901564
NbL13g04570.1 = 0000226
NbL13g04570.1 = 0000278
NbL13g04570.1 = 0000280
NbL13g04570.1 = 0003674
NbL13g04570.1 = 0003774
NbL13g04570.1 = 0003777
NbL13g04570.1 = 0003824
NbL13g04570.1 = 0005575
NbL13g04570.1 = 0005622
NbL13g04570.1 = 0005623
NbL13g04570.1 = 0005856
NbL13g04570.1 = 0005871
NbL13g04570.1 = 0005875
NbL13g04570.1 = 0006928
NbL13g04570.1 = 0006996
NbL13g04570.1 = 0007010
NbL13g04570.1 = 0007017
NbL13g04570.1 = 0007018
NbL13g04570.1 = 0007049
NbL13g04570.1 = 0007051
NbL13g04570.1 = 0007052
NbL13g04570.1 = 0007059
NbL13g04570.1 = 0008150
NbL13g04570.1 = 0008574
NbL13g04570.1 = 0009987
NbL13g04570.1 = 0015630
NbL13g04570.1 = 0016043
NbL13g04570.1 = 0016462
NbL13g04570.1 = 0016787
NbL13g04570.1 = 0016817
NbL13g04570.1 = 0016818
NbL13g04570.1 = 0016887
NbL13g04570.1 = 0017111
NbL13g04570.1 = 0022402
NbL13g04570.1 = 0022607
NbL13g04570.1 = 0032991
NbL13g04570.1 = 0042623
NbL13g04570.1 = 0043226
